web-scraper-order,web-scraper-start-url,professors,professors-href
"1740066219-138","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115466/guia_docent","Fort Robert,  Gerard","http://www.urv.cat/html/docencia-per-centre/general-I21261.php"
"1740066219-139","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115466/guia_docent","Garrido Mata,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I111498.php"
"1740066219-140","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115466/guia_docent","Gutiérrez Martín,  Javier","http://www.urv.cat/html/docencia-per-centre/general-I74889.php"
"1740066219-141","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115466/guia_docent","Gómez Aixendri,  Susanna","http://www.urv.cat/html/docencia-per-centre/general-I111502.php"
"1740066219-142","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115466/guia_docent","Lanaspa Mainz,  David","http://www.urv.cat/html/docencia-per-centre/general-I28024.php"
"1740066219-143","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115466/guia_docent","Lando Candjimbu,  Pedro Francsico","http://www.urv.cat/html/docencia-per-centre/general-I77132.php"
"1740066219-144","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115466/guia_docent","Martinez Ruiz,  Juan Antonio","http://www.urv.cat/html/docencia-per-centre/general-I13630.php"
"1740066219-145","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115466/guia_docent","Olive Elias,  Maria","http://www.urv.cat/html/docencia-per-centre/general-I12665.php"
"1740066219-146","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115466/guia_docent","Sans Ballart,  Ramon Maria","http://www.urv.cat/html/docencia-per-centre/general-I53089.php"
"1740066219-147","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115466/guia_docent","Suárez Reyes,  David","http://www.urv.cat/html/docencia-per-centre/general-I78530.php"
"1740066224-148","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114145/guia_docent","Anton Garcia,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I68876.php"
"1740066224-149","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114145/guia_docent","Besora López,  Ester","http://www.urv.cat/html/docencia-per-centre/general-I13219.php"
"1740066224-150","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114145/guia_docent","Escobar Juan,  Isabel","http://www.urv.cat/html/docencia-per-centre/general-I111501.php"
"1740066224-151","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114145/guia_docent","Fuguet Carles,  Xènia","http://www.urv.cat/html/docencia-per-centre/general-I15302.php"
"1740066224-152","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114145/guia_docent","Garrido Mata,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I111498.php"
"1740066224-153","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114145/guia_docent","Gómez Aixendri,  Susanna","http://www.urv.cat/html/docencia-per-centre/general-I111502.php"
"1740066224-154","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114145/guia_docent","Muñoz Pérez,  Maria Jesús","http://www.urv.cat/html/docencia-per-centre/general-I111020.php"
"1740066224-155","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114145/guia_docent","Olive Elias,  Maria","http://www.urv.cat/html/docencia-per-centre/general-I12665.php"
"1740066224-156","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114145/guia_docent","Roca Lausen,  Víctor Manuel","http://www.urv.cat/html/docencia-per-centre/general-I72811.php"
"1740066224-157","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114145/guia_docent","Suárez Reyes,  David","http://www.urv.cat/html/docencia-per-centre/general-I78530.php"
"1740066230-158","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113042/guia_docent","Cairo Valdivia,  Marcelo","http://www.urv.cat/html/docencia-per-centre/general-I111499.php"
"1740066230-159","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113042/guia_docent","Faura Santmartín,  Xavier","http://www.urv.cat/html/docencia-per-centre/general-I100033.php"
"1740066230-160","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113042/guia_docent","Fuguet Carles,  Xènia","http://www.urv.cat/html/docencia-per-centre/general-I15302.php"
"1740066230-161","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113042/guia_docent","Garrido Mata,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I111498.php"
"1740066230-162","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113042/guia_docent","Martin Espinosa,  Elena","http://www.urv.cat/html/docencia-per-centre/general-I102453.php"
"1740066230-163","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113042/guia_docent","Suárez Reyes,  David","http://www.urv.cat/html/docencia-per-centre/general-I78530.php"
"1740066236-164","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113253/guia_docent","Font Mas,  Maria","http://www.urv.cat/html/docencia-per-centre/general-I11177.php"
"1740066236-165","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113253/guia_docent","Moreno Urpi,  Alexandre","http://www.urv.cat/html/docencia-per-centre/general-I70992.php"
"1740066236-166","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113253/guia_docent","Perdiguero Garreta,  Carles","http://www.urv.cat/html/docencia-per-centre/general-I15684.php"
"1740066241-167","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115773/guia_docent","Fuguet Carles,  Xènia","http://www.urv.cat/html/docencia-per-centre/general-I15302.php"
"1740066241-168","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115773/guia_docent","Garcia Colet,  Francisco De Asis","http://www.urv.cat/html/docencia-per-centre/general-I84070.php"
"1740066241-169","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115773/guia_docent","Latorre Guillorme,  Pilar","http://www.urv.cat/html/docencia-per-centre/general-I93416.php"
"1740066241-170","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115773/guia_docent","Nasarre Aznar,  Sergio","http://www.urv.cat/html/docencia-per-centre/general-I7053.php"
"1740066241-171","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115773/guia_docent","Simon Moreno,  Héctor","http://www.urv.cat/html/docencia-per-centre/general-I15109.php"
"1740066241-172","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115773/guia_docent","Villó Travé,  Cristina","http://www.urv.cat/html/docencia-per-centre/general-I26924.php"
"1740066247-173","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/115763/guia_docent","Font Mas,  Maria","http://www.urv.cat/html/docencia-per-centre/general-I11177.php"
"1740066247-174","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/115763/guia_docent","Franquet Sugrañes,  Maria Teresa","http://www.urv.cat/html/docencia-per-centre/general-I7057.php"
"1740066247-175","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/115763/guia_docent","Guerrero Vizuete,  Maria Esther","http://www.urv.cat/html/docencia-per-centre/general-I19019.php"
"1740066247-176","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/115763/guia_docent","Gómez Buendia,  Maria Del Carmen","http://www.urv.cat/html/docencia-per-centre/general-I13811.php"
"1740066247-177","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/115763/guia_docent","Simon Moreno,  Héctor","http://www.urv.cat/html/docencia-per-centre/general-I15109.php"
"1740066247-178","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/115763/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066255-179","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113242/guia_docent","Adan Domenech,  Federico","http://www.urv.cat/html/docencia-per-centre/general-I7055.php"
"1740066255-180","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113242/guia_docent","Casanova Martí,  Roser","http://www.urv.cat/html/docencia-per-centre/general-I26932.php"
"1740066255-181","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113242/guia_docent","Rivas Nieto,  María Estela","http://www.urv.cat/html/docencia-per-centre/general-I7370.php"
"1740066255-182","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113242/guia_docent","Urquizu Cavallé,  Ángel","http://www.urv.cat/html/docencia-per-centre/general-I1970.php"
"1740066255-183","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113242/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066261-184","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114984/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066269-185","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113244/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066275-186","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114940/guia_docent","Bosch Capdevila,  Esteban","http://www.urv.cat/html/docencia-per-centre/general-I531.php"
"1740066275-187","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114940/guia_docent","Giménez Costa,  Ana","http://www.urv.cat/html/docencia-per-centre/general-I7165.php"
"1740066275-188","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114940/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066282-189","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114985/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066289-190","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113241/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066296-191","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114941/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066303-192","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114939/guia_docent","Milà Barnés,  Xavier","http://www.urv.cat/html/docencia-per-centre/general-I18341.php"
"1740066309-193","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114938/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066315-194","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113034/guia_docent","Holgado Esteban,  Juan","http://www.urv.cat/html/docencia-per-centre/general-I55789.php"
"1740066315-195","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113034/guia_docent","Piedra Arjona,  Jorge","http://www.urv.cat/html/docencia-per-centre/general-I73955.php"
"1740066315-196","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113034/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066322-197","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113035/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066332-198","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113243/guia_docent","Guerrero Vizuete,  Maria Esther","http://www.urv.cat/html/docencia-per-centre/general-I19019.php"
"1740066332-199","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113243/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066340-200","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/116651/guia_docent","Adan Domenech,  Federico","http://www.urv.cat/html/docencia-per-centre/general-I7055.php"
"1740066340-201","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/116651/guia_docent","Nasarre Aznar,  Sergio","http://www.urv.cat/html/docencia-per-centre/general-I7053.php"
"1740066340-202","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/116651/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066346-203","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114517/guia_docent","Fuguet Carles,  Xènia","http://www.urv.cat/html/docencia-per-centre/general-I15302.php"
"1740066346-204","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114517/guia_docent","Gómez Buendia,  Maria Del Carmen","http://www.urv.cat/html/docencia-per-centre/general-I13811.php"
"1740066346-205","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114517/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066352-206","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116928/guia_docent","Jiménez González,  José Miguel","http://www.urv.cat/html/docencia-per-centre/general-I1976.php"
"1740066360-207","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116747/guia_docent","Lázaro Cantabrana,  José Luis","http://www.urv.cat/html/docencia-per-centre/general-I8418.php"
"1740066366-208","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116768/guia_docent","Conde Vila,  Míriam","http://www.urv.cat/html/docencia-per-centre/general-I34926.php"
"1740066373-209","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116724/guia_docent","Carrera Farran,  Francisco Javier","http://www.urv.cat/html/docencia-per-centre/general-I17330.php"
"1740066388-210","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116766/guia_docent","Serrano Sánchez,  José Luis","http://www.urv.cat/html/docencia-per-centre/general-I46602.php"
"1740066388-211","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116766/guia_docent","Sánchez Vera,  Maria Del Mar","http://www.urv.cat/html/docencia-per-centre/general-I38350.php"
"1740066402-212","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116767/guia_docent","Molero Aranda,  Tania","http://www.urv.cat/html/docencia-per-centre/general-I57049.php"
"1740066410-213","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116746/guia_docent","Castañeda Quintero,  Linda","http://www.urv.cat/html/docencia-per-centre/general-I38352.php"
"1740066410-214","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116746/guia_docent","Prendes Espinosa,  Maria Paz","http://www.urv.cat/html/docencia-per-centre/general-I17341.php"
"1740066418-215","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116765/guia_docent","Solano Fernández,  Isabel","http://www.urv.cat/html/docencia-per-centre/general-I38351.php"
"1740066418-216","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116765/guia_docent","Urbina Ramírez,  Santos","http://www.urv.cat/html/docencia-per-centre/general-I17338.php"
"1740066425-217","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116834/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066425-218","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116834/guia_docent","Vaquero Tió,  Eduard","http://www.urv.cat/html/docencia-per-centre/general-I73131.php"
"1740066433-219","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116721/guia_docent","Conde Vila,  Míriam","http://www.urv.cat/html/docencia-per-centre/general-I34926.php"
"1740066440-220","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116927/guia_docent","González Calatayud,  Víctor","http://www.urv.cat/html/docencia-per-centre/general-I61690.php"
"1740066440-221","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116927/guia_docent","Gutiérrez Porlán,  Isabel","http://www.urv.cat/html/docencia-per-centre/general-I38353.php"
"1740066446-222","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116722/guia_docent","Darder Mesquida,  Antònia","http://www.urv.cat/html/docencia-per-centre/general-I46601.php"
"1740066460-223","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","Coiduras Rodríguez,  Jordi Lluis","http://www.urv.cat/html/docencia-per-centre/general-I17331.php"
"1740066460-224","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","Molero Aranda,  Tania","http://www.urv.cat/html/docencia-per-centre/general-I57049.php"
"1740066460-225","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","Pérez I Garcias,  Adolfina","http://www.urv.cat/html/docencia-per-centre/general-I17332.php"
"1740066467-226","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","Lutfi Gilabert,  Tàrek","http://www.urv.cat/html/docencia-per-centre/general-I7144.php"
"1740066467-227","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","Lázaro Cantabrana,  José Luis","http://www.urv.cat/html/docencia-per-centre/general-I8418.php"
"1740066474-228","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116850/guia_docent","Negre Bennasar,  Francisca","http://www.urv.cat/html/docencia-per-centre/general-I17334.php"
"1740066480-229","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116847/guia_docent","Esteve Gonzalez,  Vanessa","http://www.urv.cat/html/docencia-per-centre/general-I13257.php"
"1740066486-230","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","De Benito Crosetti,  Bárbara","http://www.urv.cat/html/docencia-per-centre/general-I17333.php"
"1740066486-231","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","Gutiérrez Porlán,  Isabel","http://www.urv.cat/html/docencia-per-centre/general-I38353.php"
"1740066486-232","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","Sánchez Vera,  Maria Del Mar","http://www.urv.cat/html/docencia-per-centre/general-I38350.php"
"1740066493-233","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Brescó Baiges,  Enric","http://www.urv.cat/html/docencia-per-centre/general-I38348.php"
"1740066493-234","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Carrera Farran,  Francisco Javier","http://www.urv.cat/html/docencia-per-centre/general-I17330.php"
"1740066493-235","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Castañeda Quintero,  Linda","http://www.urv.cat/html/docencia-per-centre/general-I38352.php"
"1740066493-236","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Coiduras Rodríguez,  Jordi Lluis","http://www.urv.cat/html/docencia-per-centre/general-I17331.php"
"1740066493-237","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Conde Vila,  Míriam","http://www.urv.cat/html/docencia-per-centre/general-I34926.php"
"1740066493-238","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Darder Mesquida,  Antònia","http://www.urv.cat/html/docencia-per-centre/general-I46601.php"
"1740066493-239","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","De Benito Crosetti,  Bárbara","http://www.urv.cat/html/docencia-per-centre/general-I17333.php"
"1740066493-240","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Gisbert Cervera,  Maria Mercedes","http://www.urv.cat/html/docencia-per-centre/general-I1925.php"
"1740066493-241","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Gonzalez Martinez,  Juan","http://www.urv.cat/html/docencia-per-centre/general-I16563.php"
"1740066493-242","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Gutiérrez Porlán,  Isabel","http://www.urv.cat/html/docencia-per-centre/general-I38353.php"
"1740066493-243","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Lores Gómez,  Beatriz","http://www.urv.cat/html/docencia-per-centre/general-I67651.php"
"1740066493-244","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Lázaro Cantabrana,  José Luis","http://www.urv.cat/html/docencia-per-centre/general-I8418.php"
"1740066493-245","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Molero Aranda,  Tania","http://www.urv.cat/html/docencia-per-centre/general-I57049.php"
"1740066493-246","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Negre Bennasar,  Francisca","http://www.urv.cat/html/docencia-per-centre/general-I17334.php"
"1740066493-247","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Ojando Pons,  Elena Sofia","http://www.urv.cat/html/docencia-per-centre/general-I111440.php"
"1740066493-248","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Palau Martin,  Ramon Felix","http://www.urv.cat/html/docencia-per-centre/general-I12577.php"
"1740066493-249","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Prendes Espinosa,  Maria Paz","http://www.urv.cat/html/docencia-per-centre/general-I17341.php"
"1740066493-250","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Pérez I Garcias,  Adolfina","http://www.urv.cat/html/docencia-per-centre/general-I17332.php"
"1740066493-251","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Salinas Ibáñez,  Jesús Maria","http://www.urv.cat/html/docencia-per-centre/general-I17335.php"
"1740066493-252","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Serrano Sánchez,  José Luis","http://www.urv.cat/html/docencia-per-centre/general-I46602.php"
"1740066493-253","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Simo Pinatella,  David","http://www.urv.cat/html/docencia-per-centre/general-I111500.php"
"1740066493-254","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Solano Fernández,  Isabel","http://www.urv.cat/html/docencia-per-centre/general-I38351.php"
"1740066493-255","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Sánchez Vera,  Maria Del Mar","http://www.urv.cat/html/docencia-per-centre/general-I38350.php"
"1740066493-256","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Tur Ferrer,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I66529.php"
"1740066493-257","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Urbina Ramírez,  Santos","http://www.urv.cat/html/docencia-per-centre/general-I17338.php"
"1740066500-258","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116848/guia_docent","Espuny Vidal,  Maria Cinta","http://www.urv.cat/html/docencia-per-centre/general-I21424.php"
"1740066500-259","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116848/guia_docent","Tur Ferrer,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I66529.php"
"1740066514-260","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116745/guia_docent","Salinas Ibáñez,  Jesús Maria","http://www.urv.cat/html/docencia-per-centre/general-I17335.php"
"1740066521-261","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116723/guia_docent","Brescó Baiges,  Enric","http://www.urv.cat/html/docencia-per-centre/general-I38348.php"
"1740066528-262","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116807/guia_docent","Bazo Hernández,  Leticia","http://www.urv.cat/html/docencia-per-centre/general-I27469.php"
"1740066528-263","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116807/guia_docent","Berenguer Poblet,  Marta","http://www.urv.cat/html/docencia-per-centre/general-I14134.php"
"1740066528-264","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116807/guia_docent","Fernández Sáez,  José","http://www.urv.cat/html/docencia-per-centre/general-I72329.php"
"1740066528-265","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116807/guia_docent","Malumbres Talavera,  Jenifer","http://www.urv.cat/html/docencia-per-centre/general-I108113.php"
"1740066528-266","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116807/guia_docent","Pérez Martí,  Montserrat","http://www.urv.cat/html/docencia-per-centre/general-I89578.php"
"1740066528-267","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116807/guia_docent","Torrubia Pérez,  Elisabet","http://www.urv.cat/html/docencia-per-centre/general-I66630.php"
"1740066547-268","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116805/guia_docent","Clua Espuny,  Josep Lluís","http://www.urv.cat/html/docencia-per-centre/general-I70091.php"
"1740066561-269","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116806/guia_docent","Vives Espelta,  Judit","http://www.urv.cat/html/docencia-per-centre/general-I54230.php"
"1740066580-270","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116775/guia_docent","Esteve Ferran,  Jesus","http://www.urv.cat/html/docencia-per-centre/general-I71332.php"
"1740066631-271","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116804/guia_docent","Casanova Garrigos,  Georgina","http://www.urv.cat/html/docencia-per-centre/general-I56011.php"
"1740066631-272","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116804/guia_docent","Tejada Musté,  Raquel","http://www.urv.cat/html/docencia-per-centre/general-I71150.php"
"1740066685-273","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116950/guia_docent","Balmaseda Rubina,  Aitor","http://www.urv.cat/html/docencia-per-centre/general-I51576.php"
"1740066685-274","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116950/guia_docent","Beltran Casellas,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I11439.php"
