web-scraper-order,web-scraper-start-url,code,url,url-href,period,type,credits,year
"1739305490-3237","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224003","INTRODUCCIÓ A LA PSICOLOGIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116368/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305490-3238","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224005","OPINIÓ PÚBLICA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113419/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305490-3239","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224010","ESTÀNDARD ORAL I ESCRIT DE LA LLENGUA (CASTELLÀ)","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115559/guia_docent_docnet","Anual","F Bàsica","9.0","Primer curs"
"1739305490-3240","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224007","ESTÀNDARD ORAL I ESCRIT DE LA LLENGUA (CATALÀ)","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/114705/guia_docent_docnet","Anual","F Bàsica","9.0","Primer curs"
"1739305490-3241","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224006","TECNOLOGIA AUDIOVISUAL I D'INTERNET","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115904/guia_docent_docnet","Anual","F Bàsica","9.0","Primer curs"
"1739305490-3242","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224102","COMUNICACIÓ I EXPRESSIÓ ORAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115116/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305490-3243","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224107","DISSENY GRÀFIC I MULTIMÈDIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116409/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739305490-3244","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224106","FONAMENTS DE LA COMUNICACIÓ PUBLICITÀRIA I DE LES RELACIONS PÚBLIQUES","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115115/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739305490-3245","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224104","FONAMENTS DEL PERIODISME","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113420/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739305490-3246","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224105","HISTÒRIA I ESTRUCTURA DE LA COMUNICACIÓ","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116369/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739305490-3247","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224101","INTRODUCCIÓ A L'ECONOMIA I A L'EMPRESA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/114706/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739305490-3248","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224103","TEORIA I TÈCNICA DEL LLENGUATGE AUDIOVISUAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113802/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739305490-3249","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224115","COMUNICACIÓ I IMATGE CORPORATIVA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116366/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305490-3250","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224108","TEORIA DE LA IMATGE","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/114707/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305490-3251","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224113","TÈCNIQUES DE MÀRQUETING I COMUNICACIÓ","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115902/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305490-3252","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224116","DIRECCIÓ DE COMPTES EN PUBLICITAT I RELACIONS PÚBLIQUES","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113803/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305490-3253","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224109","DRET DE LA COMUNICACIÓ","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116410/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305490-3254","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224114","PLANIFICACIÓ DE MITJANS","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113421/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305490-3255","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224117","TALLER DE PROJECTES DE RECERCA I PROFESSIONALS","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115117/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739305490-3256","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224111","CREATIVITAT PUBLICITÀRIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115560/guia_docent_docnet","Anual","Obligatòria","9.0","Tercer curs"
"1739305490-3257","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224112","TÈCNIQUES DE LES RELACIONS PÚBLIQUES","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115561/guia_docent_docnet","Anual","Obligatòria","9.0","Tercer curs"
"1739305490-3258","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224228","COMUNICACIÓ INTERNA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113423/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3259","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224222","COMUNICACIÓ POLÍTICA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116411/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3260","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224206","GLOBALITZACIÓ, CULTURA I SOCIETAT","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115563/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3261","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224221","GÈNERE, SEXUALITATS I COMUNICACIÓ","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/112610/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3262","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224227","INFODISSENY","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115905/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3263","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224224","MÀRQUETING I COMUNICACIÓ EMPRESARIAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113418/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3264","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224211","ORGANITZACIÓ D'ESDEVENIMENTS","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/112608/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3265","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224225","PRODUCCIÓ DE PROJECTES MULTIMÈDIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/114709/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3266","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224218","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116412/guia_docent_docnet","Primer quadrimestre
								 		
								 			/ Segon quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3267","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224205","FOTOGRAFIA DOCUMENTAL I PUBLICITÀRIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115562/guia_docent_docnet","Primer quadrimestre
								 		
								 			/ Segon quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3268","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224203","ESCRIPTURA CREATIVA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113422/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3269","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224204","EXPRESSIÓ CORPORAL I COMUNICACIÓ NO VERBAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/112609/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3270","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224202","GESTIÓ DE CONTINGUTS ALS MERCATS AUDIOVISUAL I PUBLICITARI","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/112607/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3271","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224213","INVESTIGACIÓ DE MERCATS","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/114710/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3272","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224214","MÀRQUETING DIRECTE I INTERACTIU","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113417/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3273","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224216","RELACIONS AMB ELS MITJANS","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/112611/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Quart curs"
"1739305490-3274","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224401","PRÀCTIQUES ACADÈMIQUES EXTERNES","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113804/guia_docent_docnet","Anual","Prac Externes","12.0","Quart curs"
"1739305490-3275","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","12224301","TREBALL DE FI DE GRAU","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115903/guia_docent_docnet","Anual","TFG","12.0","Quart curs"
"1739305496-3276","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","12244001","ESTRUCTURA I CANVI SOCIAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/117881/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305496-3277","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","12244008","HISTÒRIA DEL MÓN ACTUAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/117882/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305496-3278","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","12244002","ORDENAMENT JURÍDIC I SISTEMA POLÍTIC","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115951/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739305496-3279","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","12244009","CORRENTS ESTÈTICS CONTEMPORANIS EN COMUNICACIÓ","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115952/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305496-3280","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","12244003","INTRODUCCIÓ A LA PSICOLOGIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115614/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305496-3281","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","12244005","OPINIÓ PÚBLICA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115609/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739305496-3282","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","12244010","ESTÀNDARD ORAL I ESCRIT DE LA LLENGUA (CASTELLÀ)","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/113474/guia_docent_docnet","Anual","F Bàsica","9.0","Primer curs"
"1739305496-3283","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","12244007","ESTÀNDARD ORAL I ESCRIT DE LA LLENGUA (CATALÀ)","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/116418/guia_docent_docnet","Anual","F Bàsica","9.0","Primer curs"
"1739305496-3284","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","12244006","TECNOLOGIA AUDIOVISUAL I D'INTERNET","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115165/guia_docent_docnet","Anual","F Bàsica","9.0","Primer curs"
"1739305496-3285","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","12244102","COMUNICACIÓ I EXPRESSIÓ ORAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/112618/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739305496-3286","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","12244107","DISSENY GRÀFIC I MULTIMÈDIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115606/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739305496-3287","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","12244106","FONAMENTS DE LA COMUNICACIÓ PUBLICITÀRIA I DE LES RELACIONS PÚBLIQUES","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115610/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739305496-3288","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","12244104","FONAMENTS DEL PERIODISME","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115953/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
