web-scraper-order,web-scraper-start-url,reference
"1740065299-92","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Institut d'Estudis Catalans, Ortografia catalana (OIEC), 
                        
										
							
														
								, Més info"
"1740065299-93","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Generalitat de Catalunya, Optimot. Consultes lingüístiques [en línia], 
                        
										
							
														
								, Més info"
"1740065299-94","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Corporació Catalana de Mitjans Audiovisuals - 3Cat , ésAdir. El portal lingüístic de 3Cat [en línia], 
                        
										
							
														
								, Més info"
"1740065299-95","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Universitat de Barcelona, Els sons del català, 
                        
										
							
														
								, Més info"
"1740065299-96","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Universitat Autònoma de Barcelona; Universitat Politècnica de Catalunya, Els signes de puntuació. Manual, 
                        
										
							
														
								, Més info"
"1740065299-97","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Xarxa Vives d'Universitats, Diccionari de Dubtes del Català Oral. DDCOR, 
                        
										
							
														
								, Més info"
"1740065299-98","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Carrera-Sabaté, Josefina; Prieto, Pilar (coord.), Guies de pronunciació del català, 2012-2019
                        
										
							
														
								, Més info"
"1740065299-99","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Enciclopèdia Catalana, Gran diccionari de la llengua catalana (GDLC), 
                        
										
							
														
								, Més info"
"1740065299-100","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Institut d'Estudis Catalans, Diccionari de la llengua catalana (DIEC2), 
                        
										
							
														
								, Més info"
"1740065299-101","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Institut d'Estudis Catalans, Gramàtica de la llengua catalana (GIEC), 
                        
										
							
														
								, Més info"
"1740065299-102","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Institut d'Estudis Catalans, Gramàtica bàsica i d'ús de la llengua catalana (GBU), 
                        
										
							
														
								, Més info"
"1740065299-103","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Institut d'Estudis Catalans, Gramàtica essencial de la llengua catalana (GEIEC) [en línia], 
                        
										
							
														
								, Més info"
"1740065299-104","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Generalitat de Catalunya; Institut d'Estudis Catalans, Termcat [en línia], 
                        
										
							
														
								, Més info"
"1740065299-105","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						) Ferré Pavia, Carme, Barcelonatv : llibre d'estil , 2008
                        
										
														
								Accés al CRAI"
"1740065299-106","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  Paloma, David /  Rico, Albert., Diccionari de dubtes del català , 2000
                        
										
														
								Accés al CRAI"
"1740065299-107","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Creus, Imma. /  Julià i Muné, Joan, 1950-2020., Llengua i ràdio , 2000
                        
										
														
								Accés al CRAI"
"1740065299-108","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  Badia, Joan (Badia i Pujol) /  Brugarolas, Núria. /  Grifoll, Jordi., Nivell C : llengua catalana , 1998
                        
										
														
								Accés al CRAI"
"1740065299-109","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  Badia, Joan (Badia i Pujol) /  Brugarolas, Núria. /  Grifoll, Jordi., Nivell C llengua catalana : solucionari , 2000
                        
										
														
								Accés al CRAI"
"1740065299-110","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  Bonet i Alsina, M. Eulàlia. /  Mascaró, Joan, 1949- /  Lloret, Maria-Rosa. /  International Phonetic Association., Manual de transcripció fonètica , 1997
                        
										
														
								Accés al CRAI"
"1740065299-111","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Vallverdú, Francesc, 1935-2014, pr., El Català a TV3 : llibre d'estil , 1995
                        
										
														
								Accés al CRAI"
"1740065299-112","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  Ferré Pavia, Carme /  Nogué, Anna. /  Agència Catalana de Notícies. /  Universitat Autònoma de Barcelona. Institut de la Comunicació., Llibre d'estil Agència Catalana de Notícies , 2010
                        
										
														
								Accés al CRAI"
"1740065299-113","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Amadeo, Imma, 1969- /  Camps, Oriol, 1949- ed. /  Cornudella, Josep (Cornudella i Defis), ed. /  Catalunya. Generalitat. /  Televisió de Catalunya. /  Catalunya Ràdio., Llibre d'estil de la Corporació Catalana de Mitjans Audiovisuals : guia editorial : manual d'ús , 2013
                        
										
														
								Accés al CRAI"
"1740065299-114","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  Aragonés, Albert. /  Duran, Jordi, 1965- /  Ingla, Montserrat, 1956- /  Associació Universitat d'Estiu de les Terres de l'Ebre., Català per a periodistes de les Terres de l'Ebre , 2004
                        
										
														
								Accés al CRAI"
"1740065299-115","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Bassols i Puig, M. Margarida., La Llengua de TV3 , 1997
                        
										
														
								Accés al CRAI"
