web-scraper-order,web-scraper-start-url,reference
"1740065270-1","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","(
							
								
								
									Llibre
								
													
						) Bueno Campos, Eduardo., Curso básico de economía de la empresa: Un enfoque de organización , 
                        
										
														
								Accés al CRAI"
"1740065270-2","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","(
							
								
									Altres
								
								
													
						) BIBLIOGRAFIA GRUP ANGLÈS (ANGLÈS), BIBLIOGRAFIA GRUP ANGLÈS (ANGLÈS),"
"1740065270-3","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Iborra Juan, María. /  Dasí, Àngels /  Dolz, Consuelo /  Ferrer, Carmen, Fundamentos de dirección de empresas : conceptos y habilidades directivas , cop. 2014
                        
										
														
								Accés al CRAI"
"1740065270-4","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","(
							
								
								
									Llibre
								
													
						) Cortejoso Lino, María, Casos de aplicación de fundamentos de gestión empresarial , 2023
                        
										
														
								Accés al CRAI"
"1740065270-5","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","(
							
								
								
									Llibre
								
													
						)  Montoro Sánchez, María Ángeles /  Díez Vial, Isabel, autor /  Martín de Castro, Gregorio, autor /  Cuervo García, Álvaro, escriptor d'un pròleg, Fundamentos de administración de empresas , 2020
                        
										
														
								Accés al CRAI"
"1740065270-6","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","(
							
								
								
									Llibre
								
													
						) Bueno Hernández, Yolanda., Fundamentos de administración de empresas : ejercicios prácticos , 2015
                        
										
														
								Accés al CRAI"
"1740065270-7","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","(
							
								
								
									Llibre
								
													
						)  Analoui, Farhad /  Karami, Azhdar, Strategic management in small and medium enterprises , 2003
                        
										
														
								Accés al CRAI"
"1740065270-8","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","(
							
								
								
									Llibre
								
													
						) Fuentes Fuentes, María del Mar.; Cordón Pozo, Eulogio., Fundamentos de dirección y administración de empresas , cop. 2014
                        
										
														
								Accés al CRAI"
"1740065270-9","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Hernández Ortiz, Ma Jesús /  Aranda Ogayar, Manuel, Casos prácticos de administración y organización de empresas , cop. 2000
                        
										
														
								Accés al CRAI"
"1740065270-10","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","(
							
								
								
									Llibre
								
													
						) Pérez Gorostegui, Eduardo., Prácticas de administración de empresas , cop. 2005
                        
										
														
								Accés al CRAI"
"1740065270-11","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","(
							
								
								
									Llibre
								
													
						)  García Moreno, Susana María /  Nájera Sánchez, Juan José /  Rico García, María de Guadalupe, Organización y administración de empresas : una visión práctica , 2001
                        
										
														
								Accés al CRAI"
"1740065270-12","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  García del Junco, Julio. /  Casanueva Rocha, Cristóbal., Prácticas de la gestión empresarial , cop. 2000
                        
										
														
								Accés al CRAI"
"1740065270-13","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116741/guia_docent","(
							
								
								
									Llibre
								
													
						) Rodrigo Illera, Carlos., Administración de empresas : prácticas y ejercicios , DL 2006
                        
										
														
								Accés al CRAI"
"1740065273-14","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116906/guia_docent","(
							
								
								
									Llibre
								
													
						)  Sydsæter, Knut. /  Hammond, Peter J. /  Carvajal, Andrés M., Matemáticas para el análisis económico , cop. 2012
                        
										
														
								Accés al CRAI"
"1740065273-15","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116906/guia_docent","(
							
								
								
									Llibre
								
													
						)  Mauri Masdeu, Llúcia /  Universitat Rovira i Virgili., Matemàtiques II : economia i empresa , 2013
                        
										
														
								Accés al CRAI"
"1740065273-16","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116906/guia_docent","(
							
								
								
									Llibre
								
													
						)  Sydsæter, Knut. /  Hammond, Peter J., 1945- /  Strøm, Arne, Essential mathematics for economic analysis / Knut Sydsæter and Peter Hammond with Arne Strøm, 2012
                        
										
														
								Accés al CRAI"
"1740065277-17","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						) González García, Vicente, Contabilidad financiera: el Plan General de Contabilidad : adaptado al Real Decreto 01/2021 , 2022
                        
										
														
								Accés al CRAI"
"1740065277-18","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  López Díaz, Antonio., Manual de contabilidad financiera , 2008
                        
										
														
								Accés al CRAI"
"1740065277-19","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						)  Jiménez Cardoso, Sergio Manuel /  Arquero Montaño, José Luis, autor /  Ruiz Albert, Ignacio, autor /  Cañibano Calvo, Leandro, escriptor d'un pròleg, Plan General de Contabilidad anotado : modificado por el RD 1/2021, de 12 de enero, de aplicación a lo ejercicios que comiencen a partir del 1 de enero de 2021 : Resolución sobre el inmovilizado material e inversiones inmobiliarias (RICAC 1 de marzo de 2013) : Resolución sobre el inmovilizado intangible (RICAC 28 de mayo de 2013) : Resolución sobre registro y valoración del deterioro (RICAC 18 de septiembre de 2013) : Resolución sobre empresas en liquidación (RICAC de 18 de octubre de 2013) : Resolución del coste de producción (RICAC 14 de abril de 2015) : Resolución del periodo medio de pago a proveedores (RICAC 29 de enero de 2016) : Resolución del impuesto sobre beneficios (RICAC 9 de febrero de 2016, modificada por la RICAC 18 de mayo de 2016), : Resolución sobre instrumentos emitidos y operaciones societarias (RICAC de 5 de marzo de 2019) : Resolución sobre entrega de bienes y prestación de servicios (RICAC de 10 de febrero de 2021) : anotadas , 2023
                        
										
														
								Accés al CRAI"
"1740065277-20","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						)  Arquero Montaño, José Luis /  Jiménez Cardoso, Sergio Manuel, autor /  Ruiz Albert, Ignacio, autor, Introducción a la contabilidad financiera , 2021
                        
										
														
								Accés al CRAI"
"1740065277-21","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						) Jiménez Cardoso, Sergio Manuel, Contabilidad financiera : notas técnicas y casos resueltos : adaptado al Real Decreto 1/2021 , 2022
                        
										
														
								Accés al CRAI"
"1740065277-22","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						) Omeñaca García, Jesús., Contabilidad general, 2008
                        
										
														
								Accés al CRAI"
"1740065277-23","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						)  Espanya /  Cañibano Calvo, Leandro, escriptor del pròleg, Plan general de contabilidad y de PYMES : Reales Decretos 1514/2007 y 1515/2007 adaptados a los reales decretos 1159/2010, 602/2016 y 1/2021 , 2022
                        
										
														
								Accés al CRAI"
"1740065277-24","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Amat Salas, Oriol., Comprender el nuevo Plan General de Contabilidad : R.D. 1643/1990, de 20 de Diciembre , 1992
                        
										
														
								Accés al CRAI"
"1740065277-25","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Associació Catalana de Comptabilitat i Direcció. /  Col·legi d'Economistes de Catalunya., Pla General de Comptabilitat, DL 2008
                        
										
														
								Accés al CRAI"
"1740065277-26","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						) Amat Salas, Oriol., Las Claves del nuevo Plan General de Contabilidad : una guía para comprender los aspectos clave de la nueva contabilidad , cop. 2008
                        
										
														
								Accés al CRAI"
"1740065277-27","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						) Amat Salas, Oriol., Contabilidad y finanzas para no financieros , DL 2008
                        
										
														
								Accés al CRAI"
"1740065277-28","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						) Fernández González, Fernando Javier., Plan general contable : 125 supuestos prácticos , 2008
                        
										
														
								Accés al CRAI"
"1740065277-29","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						) Omeñaca García, Jesús., Plan general de contabilidad y plan general de contabilidad de Pymes comentados  , cop. 2009
                        
										
														
								Accés al CRAI"
"1740065277-30","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Gómez Valls, Francesc, dir. /  Amat Salas, Oriol. /  Associació Catalana de Comptabilitat i Direcció., Ejercicios resueltos y comentados con el nuevo PGC , 2008
                        
										
														
								Accés al CRAI"
"1740065277-31","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116905/guia_docent","(
							
								
								
									Llibre
								
													
						) Amat Salas, Oriol., Comprender el nuevo plan general de contabilidad : una exposición a fondo para comprender todas las partes de la nueva contabilidad , cop. 2008
                        
										
														
								Accés al CRAI"
"1740065280-32","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116881/guia_docent","(
							
								
								
									Llibre
								
													
						)  Sydsæter, Knut. /  Hammond, Peter J. /  Carvajal, Andrés M., Matemáticas para el análisis económico , cop. 2012
                        
										
														
								Accés al CRAI"
"1740065280-33","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116881/guia_docent","(
							
								
								
									Llibre
								
													
						)  Hoffmann, Laurence D. /  Bradley, Gerald L., 1940- /  Rosen, Kenneth H., Cálculo aplicado : para administración, economía y ciencias sociales , cop. 2006
                        
										
														
								Accés al CRAI"
"1740065280-34","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116881/guia_docent","(
							
								
								
									Altres
								
													
						)  Llúcia Mauri Masdeu /  Economia, Matemàtiques I. Economia i empresa, 2012
                        
										
														
								Accés al CRAI"
"1740065280-35","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116881/guia_docent","(
							
								
								
									Altres
								
													
						)  Cori Vilella Bach /  Gestió d'Empreses, Apunts de matemàtiques I, 2011
                        
										
														
								Accés al CRAI"
"1740065280-36","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116881/guia_docent","(
							
								
								
									Llibre
								
													
						)  Hoffmann, Laurence D. /  Bradley, Gerald L., 1940- autor /  Sobecki, Dave, autor /  Price, Michael, autor, Applied calculus for business, economics, and the social and life sciences / Laurence Hoffmann, Gerald Bradley, Dave Sobecki, Michael Price, 2013
                        
										
														
								Accés al CRAI"
"1740065280-37","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116881/guia_docent","(
							
								
								
									Llibre
								
													
						)  Sydsæter, Knut. /  Hammond, Peter J., 1945- /  Strøm, Arne, Essential mathematics for economic analysis / Knut Sydsæter and Peter Hammond with Arne Strøm, 2012
                        
										
														
								Accés al CRAI"
"1740065284-38","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						) Omeñaca García, Jesús, Plan general de contabilidad y plan general de contabilidad de Pymes comentados , junio de 2017
                        
										
														
								Accés al CRAI"
"1740065284-39","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Espanya. Ministerio de Economía y Hacienda., PGC, Plan General de Contabilidad : Real Decreto 1514/2007 de 16 de noviembre, 2012
                        
										
														
								Accés al CRAI"
"1740065284-40","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						) Omeñaca García, Jesús., Contabilidad general, 2008
                        
										
														
								Accés al CRAI"
"1740065284-41","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Revista
								
													
						) -, Todo contabilidad : ...., 2005-
                        
										
														
								Accés al CRAI"
"1740065284-42","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						)  Arquero Montaño, José Luis /  Jiménez Cardoso, Sergio Manuel, autor /  Ruiz Albert, Ignacio, autor, Introducción a la contabilidad financiera , 2021
                        
										
														
								Accés al CRAI"
"1740065284-43","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						)  Jiménez Cardoso, Sergio Manuel. /  Arquero Montaño, José Luis. /  Ruiz Albert, Ignacio., Plan General de Contabilidad (RD 1514/2007, modificado por el RD 1159/2010) anotado : Resolución del inmovilizado material e inversiones inmobiliarias (RICAC 1 de marzo de 2012) : Resolución del inmovilizado intangible (RICAC 28 de mayo de 2013) anotadas , 2013
                        
										
														
								Accés al CRAI"
"1740065284-44","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Santos Jaén, José Manuel, editor literari /  Antón Renart, Marcos, autor, Manual de contabilidad financiera adaptado a personas con discapacidad intelectual , 2017
                        
										
														
								Accés al CRAI"
"1740065284-45","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						)  Acebrón, María del Pilar. /  e-libro, Corp. /  Román, Josefa. /  Hernández, Josefa., Tractament de la documentació comptable, 2011
                        
										
														
								Accés al CRAI"
"1740065284-46","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						) Muñoz Merchante, Ángel., Prácticas de introducción a la contabilidad , 2014
                        
										
														
								Accés al CRAI"
"1740065284-47","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						)  Monclús Guitart, Ricard. /  Universitat Rovira i Virgili. Servei de Recursos Educatius., Plan general de contabilidad, 2002
                        
										
														
								Accés al CRAI"
"1740065284-48","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						) -, Diccionario de dudas contables, 2009
                        
										
														
								Accés al CRAI"
"1740065284-49","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						) Cubillo Valverde, Carlos., Plan General de Contabilidad : comentarios y casos prácticos , cop.1991
                        
										
														
								Accés al CRAI"
"1740065284-50","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						) -, Memento práctico Francis Lefebvre. IVA
Memento práctico Francis Lefebvre. IVA, DL 1999-
                        
										
														
								Accés al CRAI"
"1740065284-51","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						) Pascual Pedreño, Eladio., Guía práctica del plan general contable , 2008
                        
										
														
								Accés al CRAI"
"1740065284-52","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						) Pascual Pedreño, Eladio., Contabilidad : iniciación práctica , 2008
                        
										
														
								Accés al CRAI"
"1740065284-53","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						)  Amador Fernández, Sotero. /  Carazo González, Inocencio., Plan general de contabilidad : comentarios y casos prácticos , DL 2008
                        
										
														
								Accés al CRAI"
"1740065284-54","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Llibre
								
													
						)  Pedro Gómez, Ángel. /  Rodríguez Sans, Paloma. /  Alcaraz Quiles, Francisco José., Supuestos de contabilidad para PYMES , 2009
                        
										
														
								Accés al CRAI"
"1740065284-55","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116740/guia_docent","(
							
								
								
									Revista
								
													
						) , Memento práctico Ediciones Francis Lefebvre. Contable, 1996-
                        
										
														
								Accés al CRAI"
"1740065287-56","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116912/guia_docent","(
							
								
								
									Llibre
								
													
						)  Kotler, Philip /  Keller, Kevin Lane, 1956- autor /  Chernev, Alexander, autor, Marketing management , 2022
                        
										
														
								Accés al CRAI"
"1740065287-57","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3542/assignatures/116912/guia_docent","(
							
								
								
									Llibre
								
													
						) Dahl, Stephan, Social media marketing : theories & applications , 2018
                        
										
														
								Accés al CRAI"
"1740065292-58","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117282/guia_docent","(
							
								
								
									Llibre
								
													
						)  Borderia Ortiz, Enric /  Laguna Platero, Antonio. /  Martínez Gallego, Francesc-Andreu, 1963-, Historia de la comunicación social : voces, registros y conciencias , DL 1996
                        
										
														
								Accés al CRAI"
"1740065292-59","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117282/guia_docent","(
							
								
								
									Llibre
								
													
						) Moragas Spà, Miquel de, La comunicación y sus cambios : de los orígenes al móvil , 2022
                        
										
														
								Accés al CRAI"
"1740065292-60","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117282/guia_docent","(
							
								
								
									Llibre
								
													
						)  Briggs, Asa /  Burke, Peter, 1937- autor /  Galmarini, Marco Aurelio, traductor, Briggs, Asa, 1921-2016, A Social history of the media. Castellà
De Gutenberg a Internet : una historia social de los medios de comunicación , cop. 2002
                        
										
														
								Accés al CRAI"
"1740065292-61","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117282/guia_docent","(
							
								
								
									Llibre
								
													
						) Guillamet, Jaume, Història de la premsa, la ràdio i la televisió a Catalunya (1641-1994) , desembre 1994
                        
										
														
								Accés al CRAI"
"1740065292-62","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117282/guia_docent","(
							
								
								
									Llibre
								
													
						)  Guillamet, Jaume. /  Universitat Autònoma de Barcelona., Història del periodisme : notícies, periodistes i mitjans de comunicació , 2003
                        
										
														
								Accés al CRAI"
"1740065292-63","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117282/guia_docent","(
							
								
								
									Llibre
								
													
						)  Hallin, Daniel C. /  Mancini, Paolo., Sistemas mediáticos comparados : tres modelos de relación entre los medios de comunicación y la política , 2008
                        
										
														
								Accés al CRAI"
"1740065292-64","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117282/guia_docent","(
							
								
								
									Llibre
								
													
						) Winston, Brian., Media technology and society : a history: from the telegraph to the Internet , 1998
                        
										
														
								Accés al CRAI"
"1740065292-65","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117282/guia_docent","(
							
								
								
									Llibre
								
													
						) Vázquez Montalbán, Manuel, Historia y comunicación social , 1997
                        
										
														
								Accés al CRAI"
"1740065295-66","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117023/guia_docent","(
							
								
								
									Llibre
								
													
						) Langford, Michael John, La Fotografía paso a paso , cop. 1979
                        
										
														
								Accés al CRAI"
"1740065295-67","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117023/guia_docent","(
							
								
								
									Lloc web
								
													
						) VVAA, Digital Photography Review [en línia], 
                        
										
							
														
								, Més info"
"1740065295-68","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117023/guia_docent","(
							
								
								
									Llibre
								
													
						)  Castillo, José María (Castillo Pomeda) /  Instituto Oficial de Radio y Televisión (Espanya), Televisión, realización y lenguaje audiovisual , DL 2009
                        
										
														
								Accés al CRAI"
"1740065295-69","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117023/guia_docent","(
							
								
								
									Lloc web
								
													
						) VVAA, FotoNostra [en línia], 
                        
										
							
														
								, Més info"
"1740065295-70","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117023/guia_docent","(
							
								
								
									Lloc web
								
													
						) VVAA, No film school [en línia], 
                        
										
							
														
								, Més info"
"1740065295-71","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117023/guia_docent","(
							
								
								
									Lloc web
								
													
						) Pol Turrents, www.directordefotografia.com, 
                        
										
							
														
								, Més info"
"1740065295-72","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117023/guia_docent","(
							
								
								
									Lloc web
								
													
						) VVAA, Hispasonic [en línia], 
                        
										
							
														
								, Més info"
"1740065295-73","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117023/guia_docent","(
							
								
								
									Lloc web
								
													
						) VVAA, Photography Blog [en línia], 
                        
										
							
														
								, Més info"
"1740065295-74","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117023/guia_docent","(
							
								
								
									Lloc web
								
													
						) VVAA, Dzoom, 
                        
										
							
														
								, Més info"
"1740065295-75","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117023/guia_docent","(
							
								
								
									Llibre
								
													
						) Carrasco, Jorge., Cine y televisión digital : manual técnico , DL 2010
                        
										
														
								Accés al CRAI"
"1740065299-76","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						) Lacreu Cuesta, Josep., Manual d'ús de l'estàndard Oral, (11a Ed. )., 2020
                        
										
														
								Accés al CRAI"
"1740065299-77","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						) Nogué Serrano, Neus, La Nova normativa a la butxaca : l'Ortografia catalana i la Gramàtica de la llengua catalana : principals novetats , març de 2018
                        
										
														
								Accés al CRAI"
"1740065299-78","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						) Cuenca, Maria Josep, Gramàtica del text , 2008
                        
										
														
								Accés al CRAI"
"1740065299-79","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  Pujol, Josep M. /  Solà, Joan, 1940-2010., Ortotipografia : manual de l'autor, l'autoeditor i el dissenyador gràfic , 2000
                        
										
														
								Accés al CRAI"
"1740065299-80","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  Salvanyà, Jaume. /  Grup Flaix. Departament d'Assessorament Lingüístic, Diccionari del català col·loquial : dubtes davant del micròfon , 2009
                        
										
														
								Accés al CRAI"
"1740065299-81","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						) Institut d'Estudis Catalans, Proposta per a un estàndard oral de la llengua catalana. 3, Lèxic, 2018
                        
										
														
								Accés al CRAI"
"1740065299-82","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Catalunya. Direcció General de Política Lingüística., Majúscules i minúscules, 1989
                        
										
														
								Accés al CRAI"
"1740065299-83","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						) Generalitat de Catalunya, Abreviacions, 2005
                        
										
														
								Accés al CRAI 
							
														
								, Més info"
"1740065299-84","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  Bau, Montserrat. /  Pujol, Montserrat, 1959- /  Rius, Agnès., Curs de pronunciació : exercicis de correcció fonètica , 2007
                        
										
														
								Accés al CRAI"
"1740065299-85","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  Ginebra, Jordi /  Publicacions URV., La Nova normativa de l'Institut d'Estudis Catalans : guia pràctica , 2017
                        
										
														
								Accés al CRAI"
"1740065299-86","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Argenter, Joan A. (Joan Albert), 1947- ed., Proposta per a un estàndard oral de la llengua catalana. 1, Fonètica , 1998
                        
										
														
								Accés al CRAI"
"1740065299-87","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Argenter, Joan A. (Joan Albert), 1947- ed., Proposta per a un estàndard oral de la llengua catalana. 2, Morfologia , 1998
                        
										
														
								Accés al CRAI"
"1740065299-88","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Paloma, David, 1969- /  Universitat Autònoma de Barcelona., Guia fonètica per a les televisions locals , 2009
                        
										
														
								Accés al CRAI"
"1740065299-89","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  Ginebra, Jordi /  Montserrat, Anna /  Rull, Xavier (Rull Muruzàbal) /  Saperas, Anna, Diccionari d'ús dels verbs catalans : règim verbal i canvi i caiguda de preposicions , 2009
                        
										
														
								Accés al CRAI"
"1740065299-90","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Llibre
								
													
						)  /  Mestres i Serra, Josep M., 1956- /  Marí, Isidor, 1949- pr. /  Gil, Teresa /  Gibert, Elisabet /  Universitat de Barcelona. /  Universitat Pompeu Fabra. /  Rosa Sensat (Associació), Manual d'estil : la redacció i l'edició de textos , 2009
                        
										
														
								Accés al CRAI"
"1740065299-91","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","(
							
								
								
									Lloc web
								
													
						) Institut d'Estudis Catalans, Diccionari essencial de la llengua catalana (DEIEC), 
                        
										
							
														
								, Més info"
