web-scraper-order,web-scraper-start-url,version,code,url,url-href,period,type,credits,year
"1739375177-1114","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675104","ESTRATÈGIES D'INTERNACIONALITZACIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/113299/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375177-1115","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675102","LA INNOVACIÓ EN UN ENTORN GLOBAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/113449/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375177-1116","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675108","LIDERATGE I PRESA DE DECISIONS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/114782/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375177-1117","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675107","MERCATS FINANCERS INTERNACIONALS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/115973/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375177-1118","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675101","REPTES I DESAFIAMENTS DE LA GLOBALITZACIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/115580/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375177-1119","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675103","RESPONSABILITAT SOCIAL I ÈTICA EMPRESARIAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/115972/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375177-1120","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675217","TÈCNIQUES D'INVESTIGACIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/114298/guia_docent_docnet","Primer quadrimestre","Optativa","3.0","Primer curs"
"1739375177-1121","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675106","TÈCNIQUES DE NEGOCIACIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/113450/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375177-1122","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675201","ANGLÈS PER A NEGOCIS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/113301/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375177-1123","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675213","ANÀLISI DE DADES MACROECONÒMIQUES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/114297/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375177-1124","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675212","ANÀLISI DE DADES MICROECONÒMIQUES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/113083/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375177-1125","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675204","DRET DE LA COMPETÈNCIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/113452/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375177-1126","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675207","ECONOMIA REGIONAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/113451/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375177-1127","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675202","ECONOMIES EMERGENTS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/115622/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375177-1128","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675218","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT 1","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/115579/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375177-1129","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675219","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT 2","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/115623/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Primer curs"
"1739375177-1130","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675220","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT 3","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/114299/guia_docent_docnet","Segon quadrimestre","Optativa","9.0","Primer curs"
"1739375177-1131","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675203","FISCALITAT COMPARADA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/115581/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375177-1132","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675208","LA COMPETÈNCIA I LA REGULACIÓ DELS MERCATS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/115974/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375177-1133","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675214","POLÍTICA ECONÒMICA INTERNACIONAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/113084/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375177-1134","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675205","SOSTENIBILITAT I ESTAT DEL BENESTAR","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/115118/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375177-1135","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/gestionar","Presencial","16675301","TREBALL DE FI DE MÀSTER","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3414/assignatures/113082/guia_docent_docnet","Anual","TFM","9.0","Primer curs"
"1739375180-1136","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655102","COMPETÈNCIES EMPRENEDORES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/113297/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375180-1137","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655103","DIAGNÒSTIC ESTRATÈGIC I GESTIÓ EMPRENEDORA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/115577/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375180-1138","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655106","ECONOMIA DE LA INNOVACIÓ I SISTEMES D'INNOVACIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/114724/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739375180-1139","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655105","EL FINANÇAMENT PER A NOVES EMPRESES INNOVADORES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/114725/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375180-1140","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655101","ESTRATÈGIA I MÀRQUETING PER A L'EMPRENEDOR","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/115572/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739375180-1141","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655107","GESTIÓ DE PROJECTES D'R+D+I","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/115574/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375180-1142","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655104","GESTIÓ FINANCERA DEL PROJECTE EMPRENEDOR","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/115573/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375180-1143","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655110","POLÍTIQUES D'R+D+I","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/113441/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375180-1144","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655212","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT 1","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/115083/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375180-1145","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655213","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT 2","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/113075/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Primer curs"
"1739375180-1146","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655214","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT 3","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/115576/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Primer curs"
"1739375180-1147","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655210","EXPERIÈNCIES EN CENTRES TECNOLÒGICS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/113440/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375180-1148","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655211","EXPERIÈNCIES EN VIVERS D'EMPRESA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/115082/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375180-1149","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655206","INNOVACIÓ TECNOLÒGICA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/115081/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375180-1150","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655109","LA TRANSFERÈNCIA TECNOLÒGICA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/113296/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Primer curs"
"1739375180-1151","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655209","RESPONSABILITAT SOCIAL CORPORATIVA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/115575/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375180-1152","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655108","VIGILÀNCIA TECNOLÒGICA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/114295/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Primer curs"
"1739375180-1153","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/gestionar","Presencial","16655301","TREBALL DE FI DE MÀSTER","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3490/assignatures/115931/guia_docent_docnet","Anual","TFM","12.0","Primer curs"
"1739375182-1154","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665101","DIRECCIÓ ESTRATÈGICA AVANÇADA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113448/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Primer curs"
"1739375182-1155","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665103","ESTRATÈGIES DE MÀRQUETING","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113076/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Primer curs"
"1739375182-1156","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665102","ESTRATÈGIES FINANCERES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/114726/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Primer curs"
"1739375182-1157","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665104","HABILITATS DIRECTIVES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/115578/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Primer curs"
"1739375182-1158","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665105","INTERNACIONALITZACIÓ DE L'EMPRESA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/114296/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Primer curs"
"1739375182-1159","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665106","SIMULACIÓ EMPRESARIAL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113444/guia_docent_docnet","Primer quadrimestre","Obligatòria","4.5","Primer curs"
"1739375182-1160","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665201","CASOS I EXPERIÈNCIES EMPRESARIALS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113442/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375182-1161","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665202","COMPTABILITAT DE GESTIÓ I INDICADORS EMPRESARIALS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/115970/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375182-1162","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665204","EMPRENEDORIA I PLA D'EMPRESA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113445/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375182-1163","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665222","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT 1","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113443/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375182-1164","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665223","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT 2","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113447/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Primer curs"
"1739375182-1165","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665224","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT 3","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113077/guia_docent_docnet","Segon quadrimestre","Optativa","12.0","Primer curs"
"1739375182-1166","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665213","INSTRUMENTS PER A LA DECISIÓ EN LA INCERTESA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113080/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375182-1167","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665209","LIDERATGE I GESTIÓ DEL TALENT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113446/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375182-1168","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665214","PROCÉS D'INVESTIGACIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/114727/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375182-1169","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665210","PROCÉS DE CONSULTORIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113298/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375182-1170","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665211","PRODUCTES I INSTRUMENTS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113079/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375182-1171","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665212","RESPONSABILITAT SOCIAL CORPORATIVA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/115969/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375182-1172","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665216","TÈCNIQUES QUALITATIVES DE RECERCA 1","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/115971/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375182-1173","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665218","TÈCNIQUES QUANTITATIVES DE RECERCA 1","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113081/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375182-1174","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665221","VALORACIÓ DE LA PRODUCCIÓ CIENTÍFICA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/114728/guia_docent_docnet","Segon quadrimestre","Optativa","3.0","Primer curs"
"1739375182-1175","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/gestionar","Presencial","16665301","TREBALL DE FI DE MÀSTER","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3443/assignatures/113078/guia_docent_docnet","Anual","TFM","15.0","Primer curs"
"1739375187-1176","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904010","DRET MERCANTIL","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113086/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739375187-1177","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904007","ESTADÍSTICA 1","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114302/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739375187-1178","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904127","FONAMENTS DE MÀRQUETING","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113308/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739375187-1179","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904001","INTRODUCCIÓ A LA COMPTABILITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113302/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739375187-1180","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904004","INTRODUCCIÓ A LA MICROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115978/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739375187-1181","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904008","MATEMÀTIQUES 1","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113085/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739375187-1182","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904002","COMPTABILITAT FINANCERA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113089/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739375187-1183","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904128","DIRECCIÓ ESTRATÈGICA DE MÀRQUETING","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113090/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739375187-1184","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904005","INTRODUCCIÓ A LA MACROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115979/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739375187-1185","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904009","MATEMÀTIQUES 2","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115980/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739375187-1186","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904003","ORGANITZACIÓ D'EMPRESES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114784/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739375187-1187","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904006","PRINCIPIS D'ECONOMIA APLICADA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113491/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739375187-1188","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904101","COMPORTAMENT ORGANITZATIU","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115975/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739375187-1189","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904102","COMPTABILITAT FINANCERA SUPERIOR","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113497/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739375187-1190","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904103","DIRECCIÓ D'OPERACIONS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113303/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739375187-1191","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904104","GESTIÓ DE LA QUALITAT","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115981/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739375187-1192","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904105","MATEMÀTIQUES DE LES OPERACIONS FINANCERES","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113492/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739375187-1193","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904106","MICROECONOMIA","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/114786/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739375187-1194","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904107","ANÀLISI DELS ESTATS FINANCERS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115976/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739375187-1195","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904109","DIRECCIÓ DE RECURSOS HUMANS","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113309/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739375187-1196","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904108","DIRECCIÓ FINANCERA: INVERSIÓ","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/113498/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
"1739375187-1197","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/gestionar","Presencial","16904110","ESTADÍSTICA 2","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3520/assignatures/115120/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Segon curs"
