web-scraper-order,web-scraper-start-url,version,code,url,url-href,period,type,credits,year
"1739375362-3207","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/gestionar","Semipresencial","12815107","TALLER DE DEMOGRAFIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/113736/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739375362-3208","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/gestionar","Semipresencial","12815106","ESTUDIS DE CAS","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/116115/guia_docent_docnet","Anual","Obligatòria","6.0","Primer curs"
"1739375362-3209","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/gestionar","Semipresencial","12815108","METODOLOGIES D'INTERVENCIÓ EN L'ÀMBIT URBÀ","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/116601/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739375362-3210","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/gestionar","Semipresencial","12815301","TREBALL DE FI DE MÀSTER","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/114085/guia_docent_docnet","Primer quadrimestre","TFM","12.0","Segon curs"
"1739375362-3211","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/gestionar","Semipresencial","12815206","MIGRACIONS CONTEMPORÀNIES: CONTEXTOS I LÒGIQUES","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/116952/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Optatives"
"1739375362-3212","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/gestionar","Semipresencial","12815501","PRÀCTIQUES PROFESSIONALITZADORES","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/114082/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Optatives"
"1739375362-3213","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/gestionar","Semipresencial","12815210","ECONOMIA POLÍTICA DEL TRANSNACIONALISME I CODESENVOLUPAMENT","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/116787/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739375362-3214","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/gestionar","Semipresencial","12815204","POSTINDUSTRIALISME, GLOBALITZACIÓ I ESPAI URBÀ","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/114084/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739375362-3215","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/gestionar","Semipresencial","12815209","RACISMES I XENOFÒBIES A LES CIUTATS MULTICULTURALS","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3439/assignatures/116113/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Optatives"
"1739375365-3216","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895101","ANTROPOLOGIA I CIÈNCIES DE LA SALUT","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/116293/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375365-3217","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895102","DEMOGRAFIA I EPIDEMIOLOGIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/115379/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739375365-3218","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895103","DISSENYS I TÈCNIQUES AVANÇADES EN ANTROPOLOGIA MÈDICA 1","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/116294/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375365-3219","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895104","GÈNERE I SALUT","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/112530/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375365-3220","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895113","ORIENTACIONS TEÒRIQUES EN ANTROPOLOGIA MÈDICA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/115383/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739375365-3221","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895105","SALUT I SOCIETAT EN LA HISTÒRIA D'OCCIDENT","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/116295/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739375365-3222","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895106","SALUT, DESENVOLUPAMENT I MEDI AMBIENT","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/113638/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739375365-3223","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895108","ALIMENTACIÓ, SALUT I CULTURA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/114141/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739375365-3224","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895109","ANTROPOLOGIA DE LA DEPENDÈNCIA, L'ENVELLIMENT I LES PRÀCTIQUES DE CURA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/115380/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Primer curs"
"1739375365-3225","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895110","ANTROPOLOGIA I SALUT GLOBAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/115381/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Primer curs"
"1739375365-3226","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895111","ANTROPOLOGIA I SALUT MENTAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/115382/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739375365-3227","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895112","DISSENYS I TÈCNIQUES AVANÇADES EN ANTROPOLOGIA MÈDICA 2","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/116679/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Primer curs"
"1739375365-3228","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895107","SISTEMES MÈDICS","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/115004/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739375365-3229","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895114","TEORIES SOBRE LA SUBJECTIVITAT: MENT, COS, CERVELL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/115384/guia_docent_docnet","Segon quadrimestre","Obligatòria","3.0","Primer curs"
"1739375365-3230","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895115","DISSENYS I TÈCNIQUES AVANÇADES EN ANTROPOLOGIA MÈDICA 3","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/112531/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Segon curs"
"1739375365-3231","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895116","ESTUDIS AVANÇATS EN SALUT GLOBAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/116680/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739375365-3232","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895117","POLÍTIQUES PÚBLIQUES, DESIGUALTAT I SALUT","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/116296/guia_docent_docnet","Primer quadrimestre","Obligatòria","3.0","Segon curs"
"1739375365-3233","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895501","PRÀCTIQUES ACADÈMIQUES EXTERNES","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/115385/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Segon curs"
"1739375365-3234","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895201","SEMINARI DE RECERCA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/115005/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Segon curs"
"1739375365-3235","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/gestionar","Virtual","12895301","TREBALL DE FI DE MÀSTER","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3448/assignatures/115386/guia_docent_docnet","Primer quadrimestre","TFM","12.0","Segon curs"
"1739375368-3236","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224009","CORRENTS ESTÈTICS CONTEMPORANIS EN COMUNICACIÓ","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/112606/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739375368-3237","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224003","INTRODUCCIÓ A LA PSICOLOGIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116368/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739375368-3238","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224005","OPINIÓ PÚBLICA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113419/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739375368-3239","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224010","ESTÀNDARD ORAL I ESCRIT DE LA LLENGUA (CASTELLÀ)","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115559/guia_docent_docnet","Anual","F Bàsica","9.0","Primer curs"
"1739375368-3240","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224007","ESTÀNDARD ORAL I ESCRIT DE LA LLENGUA (CATALÀ)","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/114705/guia_docent_docnet","Anual","F Bàsica","9.0","Primer curs"
"1739375368-3241","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224006","TECNOLOGIA AUDIOVISUAL I D'INTERNET","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115904/guia_docent_docnet","Anual","F Bàsica","9.0","Primer curs"
"1739375368-3242","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224102","COMUNICACIÓ I EXPRESSIÓ ORAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115116/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739375368-3243","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224107","DISSENY GRÀFIC I MULTIMÈDIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116409/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739375368-3244","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224106","FONAMENTS DE LA COMUNICACIÓ PUBLICITÀRIA I DE LES RELACIONS PÚBLIQUES","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115115/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739375368-3245","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224104","FONAMENTS DEL PERIODISME","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113420/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739375368-3246","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224105","HISTÒRIA I ESTRUCTURA DE LA COMUNICACIÓ","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116369/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739375368-3247","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224101","INTRODUCCIÓ A L'ECONOMIA I A L'EMPRESA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/114706/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739375368-3248","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224103","TEORIA I TÈCNICA DEL LLENGUATGE AUDIOVISUAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113802/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739375368-3249","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224115","COMUNICACIÓ I IMATGE CORPORATIVA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116366/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375368-3250","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224108","TEORIA DE LA IMATGE","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/114707/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375368-3251","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224113","TÈCNIQUES DE MÀRQUETING I COMUNICACIÓ","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115902/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375368-3252","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224116","DIRECCIÓ DE COMPTES EN PUBLICITAT I RELACIONS PÚBLIQUES","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113803/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375368-3253","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224109","DRET DE LA COMUNICACIÓ","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116410/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375368-3254","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224114","PLANIFICACIÓ DE MITJANS","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113421/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375368-3255","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224117","TALLER DE PROJECTES DE RECERCA I PROFESSIONALS","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115117/guia_docent_docnet","Segon quadrimestre","Obligatòria","6.0","Tercer curs"
"1739375368-3256","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224111","CREATIVITAT PUBLICITÀRIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115560/guia_docent_docnet","Anual","Obligatòria","9.0","Tercer curs"
"1739375368-3257","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224112","TÈCNIQUES DE LES RELACIONS PÚBLIQUES","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115561/guia_docent_docnet","Anual","Obligatòria","9.0","Tercer curs"
"1739375368-3258","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224228","COMUNICACIÓ INTERNA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113423/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3259","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224222","COMUNICACIÓ POLÍTICA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116411/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3260","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224206","GLOBALITZACIÓ, CULTURA I SOCIETAT","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115563/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3261","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224221","GÈNERE, SEXUALITATS I COMUNICACIÓ","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/112610/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3262","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224227","INFODISSENY","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115905/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3263","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224224","MÀRQUETING I COMUNICACIÓ EMPRESARIAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113418/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3264","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224211","ORGANITZACIÓ D'ESDEVENIMENTS","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/112608/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3265","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224225","PRODUCCIÓ DE PROJECTES MULTIMÈDIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/114709/guia_docent_docnet","Primer quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3266","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224218","ESTUDIS EN EL MARC DE CONVENIS DE MOBILITAT","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/116412/guia_docent_docnet","Primer quadrimestre/Segon quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3267","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224205","FOTOGRAFIA DOCUMENTAL I PUBLICITÀRIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115562/guia_docent_docnet","Primer quadrimestre/Segon quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3268","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224203","ESCRIPTURA CREATIVA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113422/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3269","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224204","EXPRESSIÓ CORPORAL I COMUNICACIÓ NO VERBAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/112609/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3270","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224202","GESTIÓ DE CONTINGUTS ALS MERCATS AUDIOVISUAL I PUBLICITARI","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/112607/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3271","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224213","INVESTIGACIÓ DE MERCATS","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/114710/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3272","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224214","MÀRQUETING DIRECTE I INTERACTIU","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113417/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3273","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224216","RELACIONS AMB ELS MITJANS","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/112611/guia_docent_docnet","Segon quadrimestre","Optativa","6.0","Quart curs"
"1739375368-3274","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224401","PRÀCTIQUES ACADÈMIQUES EXTERNES","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/113804/guia_docent_docnet","Anual","Prac Externes","12.0","Quart curs"
"1739375368-3275","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/gestionar","Presencial","12224301","TREBALL DE FI DE GRAU","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3406/assignatures/115903/guia_docent_docnet","Anual","TFG","12.0","Quart curs"
"1739375371-3276","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","Presencial","12244001","ESTRUCTURA I CANVI SOCIAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/117881/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739375371-3277","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","Presencial","12244008","HISTÒRIA DEL MÓN ACTUAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/117882/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739375371-3278","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","Presencial","12244002","ORDENAMENT JURÍDIC I SISTEMA POLÍTIC","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115951/guia_docent_docnet","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739375371-3279","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","Presencial","12244009","CORRENTS ESTÈTICS CONTEMPORANIS EN COMUNICACIÓ","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115952/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739375371-3280","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","Presencial","12244003","INTRODUCCIÓ A LA PSICOLOGIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115614/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739375371-3281","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","Presencial","12244005","OPINIÓ PÚBLICA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115609/guia_docent_docnet","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739375371-3282","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","Presencial","12244010","ESTÀNDARD ORAL I ESCRIT DE LA LLENGUA (CASTELLÀ)","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/113474/guia_docent_docnet","Anual","F Bàsica","9.0","Primer curs"
"1739375371-3283","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","Presencial","12244007","ESTÀNDARD ORAL I ESCRIT DE LA LLENGUA (CATALÀ)","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/116418/guia_docent_docnet","Anual","F Bàsica","9.0","Primer curs"
"1739375371-3284","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","Presencial","12244006","TECNOLOGIA AUDIOVISUAL I D'INTERNET","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115165/guia_docent_docnet","Anual","F Bàsica","9.0","Primer curs"
"1739375371-3285","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","Presencial","12244102","COMUNICACIÓ I EXPRESSIÓ ORAL","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/112618/guia_docent_docnet","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739375371-3286","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","Presencial","12244107","DISSENY GRÀFIC I MULTIMÈDIA","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115606/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739375371-3287","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","Presencial","12244106","FONAMENTS DE LA COMUNICACIÓ PUBLICITÀRIA I DE LES RELACIONS PÚBLIQUES","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115610/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
"1739375371-3288","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/gestionar","Presencial","12244104","FONAMENTS DEL PERIODISME","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3466/assignatures/115953/guia_docent_docnet","Anual","Obligatòria","9.0","Segon curs"
