web-scraper-order,web-scraper-start-url,iframes
"1739481871-71,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/112799/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224207&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481873-72,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/112800/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224215&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481876-73,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/117721/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224232&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481878-74,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/112806/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224213&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481881-75,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/112825/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224220&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481884-76,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/112824/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224210&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481886-77,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/114269/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224209&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481889-78,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/115102/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224208&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481891-79,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/116381/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224216&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481894-80,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/113846/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224214&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481896-81,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/113430/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224217&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481899-82,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/116383/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224701&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481901-83,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/112808/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224301&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481904-84,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/113429/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224402&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481906-85,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/117547/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224501&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481909-86,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/115100/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224121&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481911-87,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/113426/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224120&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481914-88,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/117544/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224802&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481916-89,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/117543/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224801&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481919-90,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/112820/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224401&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481921-91,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/116382/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224231&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481924-92,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/113425/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224119&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481926-93,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/112819/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224118&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481929-94,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/112804/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224117&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481931-95,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/113424/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224116&any_academic=2024_25&idioma=cat&modalitat=p"""
"1739481934-96,""https://guiadocent.urv.cat/guido/public/centres/503/ensenyaments/3505/assignatures/112803/guia_docent_docnet"",""https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=21&ensenyament=2122&assignatura=21224115&any_academic=2024_25&idioma=cat&modalitat=p"""
