web-scraper-order,web-scraper-start-url,coordinators,coordinators-href
"1740066946-410","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116962/guia_docent","Cobas Arnau,  Alexandra","http://www.urv.cat/html/docencia-per-centre/general-I95293.php"
"1740066946-411","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116962/guia_docent","Gonzales Bustos,  Juan Pablo","http://www.urv.cat/html/docencia-per-centre/general-I32601.php"
"1740066946-412","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3548/assignatures/116962/guia_docent","Llanes Del Barrio,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I14292.php"
"1740066952-413","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/117642/guia_docent","Molina Perea,  Francesc Xavier","http://www.urv.cat/html/docencia-per-centre/general-I74071.php"
"1740066959-414","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116832/guia_docent","Adell Monllau,  Anna","http://www.urv.cat/html/docencia-per-centre/general-I103395.php"
"1740066965-415","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116938/guia_docent","Blanco Simó,  Marc","http://www.urv.cat/html/docencia-per-centre/general-I95253.php"
"1740066972-416","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116937/guia_docent","Galiana Llasat,  Pau Ferran","http://www.urv.cat/html/docencia-per-centre/general-I13537.php"
"1740066978-417","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116885/guia_docent","Navas Portella,  Víctor","http://www.urv.cat/html/docencia-per-centre/general-I102593.php"
"1740066985-418","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116891/guia_docent","Sardà Pons,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I837.php"
"1740066991-419","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116742/guia_docent","Homedes Martí,  Òscar","http://www.urv.cat/html/docencia-per-centre/general-I94554.php"
"1740066998-420","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116939/guia_docent","Segarra Blasco,  Antoni","http://www.urv.cat/html/docencia-per-centre/general-I76739.php"
"1740067005-421","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116799/guia_docent","Callau Mascarell,  Lorenzo","http://www.urv.cat/html/docencia-per-centre/general-I31644.php"
"1740067010-422","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116800/guia_docent","Sardà Pons,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I837.php"
"1740067017-423","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116743/guia_docent","Perez Laborda,  Alejandro","http://www.urv.cat/html/docencia-per-centre/general-I36984.php"
"1740067024-424","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3581/assignatures/116940/guia_docent","Mora Alarcón,  Luis Miguel","http://www.urv.cat/html/docencia-per-centre/general-I53772.php"
"1740067031-425","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/117641/guia_docent","Barrullas Bonet,  Judit","http://www.urv.cat/html/docencia-per-centre/general-I60710.php"
"1740067031-426","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/117641/guia_docent","Guilera Morilla,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I16632.php"
"1740067031-427","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/117641/guia_docent","Papaoikonomou ,  Eleni","http://www.urv.cat/html/docencia-per-centre/general-I13813.php"
"1740067031-428","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/117641/guia_docent","Ryan ,  Gerard Anthony","http://www.urv.cat/html/docencia-per-centre/general-I8324.php"
"1740067037-429","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116884/guia_docent","Alarcón Alarcón,  Amado","http://www.urv.cat/html/docencia-per-centre/general-I577.php"
"1740067037-430","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116884/guia_docent","Pesquera Mateu,  Nil","http://www.urv.cat/html/docencia-per-centre/general-I94313.php"
"1740067044-431","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116889/guia_docent","Albiol Sánchez,  Judit","http://www.urv.cat/html/docencia-per-centre/general-I28008.php"
"1740067044-432","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116889/guia_docent","Bannikova ,  Marina","http://www.urv.cat/html/docencia-per-centre/general-I32927.php"
"1740067044-433","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116889/guia_docent","Carreras Roig,  Lluís","http://www.urv.cat/html/docencia-per-centre/general-I1882.php"
"1740067044-434","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116889/guia_docent","Soldevila Lafon,  Maria Victòria","http://www.urv.cat/html/docencia-per-centre/general-I8330.php"
"1740067044-435","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116889/guia_docent","Uceda Taramona,  David","http://www.urv.cat/html/docencia-per-centre/general-I26937.php"
"1740067044-436","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116889/guia_docent","Zelu ,  Barbara Ama","http://www.urv.cat/html/docencia-per-centre/general-I102153.php"
"1740067053-437","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116798/guia_docent","Bonillo Alcaina,  Isaac","http://www.urv.cat/html/docencia-per-centre/general-I66971.php"
"1740067053-438","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116798/guia_docent","Coll Garrido,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I101153.php"
"1740067053-439","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116798/guia_docent","Guarimata Salinas,  Génesis María","http://www.urv.cat/html/docencia-per-centre/general-I72514.php"
"1740067053-440","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116798/guia_docent","López Panisello,  Ma. Belén","http://www.urv.cat/html/docencia-per-centre/general-I7351.php"
"1740067053-441","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116798/guia_docent","Vallduví Botet,  Gerard","http://www.urv.cat/html/docencia-per-centre/general-I9014.php"
"1740067059-442","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116883/guia_docent","Llerena Garrés,  Francisco","http://www.urv.cat/html/docencia-per-centre/general-I1108.php"
"1740067059-443","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116883/guia_docent","Marquez Alvarez,  Norberto","http://www.urv.cat/html/docencia-per-centre/general-I1109.php"
"1740067059-444","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116883/guia_docent","Masip Viñes,  Joan","http://www.urv.cat/html/docencia-per-centre/general-I8325.php"
"1740067059-445","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116883/guia_docent","Vilella Bach,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1933.php"
"1740067066-446","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116831/guia_docent","Bové Sans,  Miquel Angel","http://www.urv.cat/html/docencia-per-centre/general-I495.php"
"1740067066-447","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116831/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740067066-448","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116831/guia_docent","Ponce Alifonso,  Francisco Javier","http://www.urv.cat/html/docencia-per-centre/general-I1809.php"
"1740067066-449","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116831/guia_docent","Sabaté Tena,  Ariadna-Estela","http://www.urv.cat/html/docencia-per-centre/general-I110396.php"
"1740067071-450","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116914/guia_docent","Casamitjana Olive,  Ramon","http://www.urv.cat/html/docencia-per-centre/general-I15843.php"
"1740067071-451","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116914/guia_docent","Pié Dols,  Laia","http://www.urv.cat/html/docencia-per-centre/general-I13744.php"
"1740067071-452","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116914/guia_docent","Porras Garcia,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I17394.php"
"1740067071-453","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116914/guia_docent","Roig Figueras,  Ricard","http://www.urv.cat/html/docencia-per-centre/general-I102934.php"
"1740067071-454","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116914/guia_docent","Suárez Elustondo,  Maria Helena","http://www.urv.cat/html/docencia-per-centre/general-I11215.php"
"1740067077-455","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116915/guia_docent","Fernández Bariviera,  Aurelio","http://www.urv.cat/html/docencia-per-centre/general-I10132.php"
"1740067077-456","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116915/guia_docent","Llerena Garrés,  Francisco","http://www.urv.cat/html/docencia-per-centre/general-I1108.php"
"1740067077-457","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116915/guia_docent","Marquez Alvarez,  Norberto","http://www.urv.cat/html/docencia-per-centre/general-I1109.php"
"1740067077-458","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116915/guia_docent","Masip Viñes,  Joan","http://www.urv.cat/html/docencia-per-centre/general-I8325.php"
"1740067077-459","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116915/guia_docent","Vilella Bach,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1933.php"
"1740067084-460","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116913/guia_docent","Ginieis Iribarren,  Matías Carlos","http://www.urv.cat/html/docencia-per-centre/general-I21926.php"
"1740067084-461","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116913/guia_docent","Porras Garcia,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I17394.php"
"1740067084-462","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116913/guia_docent","Rodríguez Merayo,  María Araceli","http://www.urv.cat/html/docencia-per-centre/general-I5066.php"
"1740067084-463","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116913/guia_docent","Suárez Elustondo,  Maria Helena","http://www.urv.cat/html/docencia-per-centre/general-I11215.php"
"1740067090-464","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116830/guia_docent","Carles Lavila,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1759.php"
"1740067090-465","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116830/guia_docent","Llop Llop,  Maria","http://www.urv.cat/html/docencia-per-centre/general-I1726.php"
"1740067090-466","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116830/guia_docent","Minguet Fernandez,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I98393.php"
"1740067090-467","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116830/guia_docent","Sabaté Tena,  Ariadna-Estela","http://www.urv.cat/html/docencia-per-centre/general-I110396.php"
"1740067097-468","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116882/guia_docent","Casas Criado,  Raquel","http://www.urv.cat/html/docencia-per-centre/general-I7403.php"
"1740067097-469","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116882/guia_docent","Corbella Domènech,  Teresa","http://www.urv.cat/html/docencia-per-centre/general-I7058.php"
"1740067097-470","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116882/guia_docent","Esteve Tarrago,  Anna","http://www.urv.cat/html/docencia-per-centre/general-I110178.php"
"1740067097-471","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116882/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740067097-472","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116882/guia_docent","Moreno Ordoñez,  Maria Del Carmen","http://www.urv.cat/html/docencia-per-centre/general-I31266.php"
"1740067097-473","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116882/guia_docent","Pastor Mateo,  Adrian","http://www.urv.cat/html/docencia-per-centre/general-I64009.php"
"1740067103-474","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116916/guia_docent","Cobas Arnau,  Alexandra","http://www.urv.cat/html/docencia-per-centre/general-I95293.php"
"1740067103-475","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116916/guia_docent","Gonzales Bustos,  Juan Pablo","http://www.urv.cat/html/docencia-per-centre/general-I32601.php"
"1740067103-476","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3582/assignatures/116916/guia_docent","Llanes Del Barrio,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I14292.php"
"1740067109-477","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116783/guia_docent","Albiol Sánchez,  Judit","http://www.urv.cat/html/docencia-per-centre/general-I28008.php"
"1740067109-478","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116783/guia_docent","Bannikova ,  Marina","http://www.urv.cat/html/docencia-per-centre/general-I32927.php"
"1740067109-479","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116783/guia_docent","Carreras Roig,  Lluís","http://www.urv.cat/html/docencia-per-centre/general-I1882.php"
"1740067109-480","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116783/guia_docent","Soldevila Lafon,  Maria Victòria","http://www.urv.cat/html/docencia-per-centre/general-I8330.php"
"1740067109-481","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116783/guia_docent","Uceda Taramona,  David","http://www.urv.cat/html/docencia-per-centre/general-I26937.php"
"1740067109-482","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116783/guia_docent","Zelu ,  Barbara Ama","http://www.urv.cat/html/docencia-per-centre/general-I102153.php"
"1740067116-483","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116879/guia_docent","Bonillo Alcaina,  Isaac","http://www.urv.cat/html/docencia-per-centre/general-I66971.php"
"1740067116-484","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116879/guia_docent","Coll Garrido,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I101153.php"
"1740067116-485","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116879/guia_docent","Guarimata Salinas,  Génesis María","http://www.urv.cat/html/docencia-per-centre/general-I72514.php"
"1740067116-486","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116879/guia_docent","López Panisello,  Ma. Belén","http://www.urv.cat/html/docencia-per-centre/general-I7351.php"
"1740067116-487","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116879/guia_docent","Vallduví Botet,  Gerard","http://www.urv.cat/html/docencia-per-centre/general-I9014.php"
"1740067123-488","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116829/guia_docent","Llerena Garrés,  Francisco","http://www.urv.cat/html/docencia-per-centre/general-I1108.php"
"1740067123-489","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116829/guia_docent","Marquez Alvarez,  Norberto","http://www.urv.cat/html/docencia-per-centre/general-I1109.php"
"1740067123-490","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116829/guia_docent","Masip Viñes,  Joan","http://www.urv.cat/html/docencia-per-centre/general-I8325.php"
"1740067123-491","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116829/guia_docent","Vilella Bach,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1933.php"
"1740067129-492","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116933/guia_docent","Bové Sans,  Miquel Angel","http://www.urv.cat/html/docencia-per-centre/general-I495.php"
"1740067129-493","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116933/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740067129-494","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116933/guia_docent","Ponce Alifonso,  Francisco Javier","http://www.urv.cat/html/docencia-per-centre/general-I1809.php"
"1740067129-495","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116933/guia_docent","Sabaté Tena,  Ariadna-Estela","http://www.urv.cat/html/docencia-per-centre/general-I110396.php"
"1740067135-496","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116785/guia_docent","Cuadrado Moya,  Gustavo","http://www.urv.cat/html/docencia-per-centre/general-I26907.php"
"1740067135-497","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116785/guia_docent","Rabassa Figueras,  Maria Noemí","http://www.urv.cat/html/docencia-per-centre/general-I5065.php"
"1740067135-498","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116785/guia_docent","Suau Solé,  Irene","http://www.urv.cat/html/docencia-per-centre/general-I46586.php"
"1740067135-499","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116785/guia_docent","Sánchez Vergara,  José Ignacio","http://www.urv.cat/html/docencia-per-centre/general-I62730.php"
"1740067145-500","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116904/guia_docent","Casamitjana Olive,  Ramon","http://www.urv.cat/html/docencia-per-centre/general-I15843.php"
"1740067145-501","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116904/guia_docent","Pié Dols,  Laia","http://www.urv.cat/html/docencia-per-centre/general-I13744.php"
"1740067145-502","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116904/guia_docent","Porras Garcia,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I17394.php"
"1740067145-503","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116904/guia_docent","Roig Figueras,  Ricard","http://www.urv.cat/html/docencia-per-centre/general-I102934.php"
"1740067145-504","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116904/guia_docent","Suárez Elustondo,  Maria Helena","http://www.urv.cat/html/docencia-per-centre/general-I11215.php"
"1740067151-505","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116738/guia_docent","Fernández Bariviera,  Aurelio","http://www.urv.cat/html/docencia-per-centre/general-I10132.php"
"1740067151-506","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116738/guia_docent","Llerena Garrés,  Francisco","http://www.urv.cat/html/docencia-per-centre/general-I1108.php"
"1740067151-507","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116738/guia_docent","Marquez Alvarez,  Norberto","http://www.urv.cat/html/docencia-per-centre/general-I1109.php"
"1740067151-508","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116738/guia_docent","Masip Viñes,  Joan","http://www.urv.cat/html/docencia-per-centre/general-I8325.php"
"1740067151-509","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116738/guia_docent","Vilella Bach,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1933.php"
"1740067156-510","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116797/guia_docent","Ginieis Iribarren,  Matías Carlos","http://www.urv.cat/html/docencia-per-centre/general-I21926.php"
"1740067156-511","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116797/guia_docent","Porras Garcia,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I17394.php"
"1740067156-512","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116797/guia_docent","Rodríguez Merayo,  María Araceli","http://www.urv.cat/html/docencia-per-centre/general-I5066.php"
"1740067156-513","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116797/guia_docent","Suárez Elustondo,  Maria Helena","http://www.urv.cat/html/docencia-per-centre/general-I11215.php"
"1740067156-514","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116797/guia_docent","Valderrama Nolla,  Meritxell","http://www.urv.cat/html/docencia-per-centre/general-I103304.php"
"1740067162-515","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116737/guia_docent","Carles Lavila,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1759.php"
"1740067162-516","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116737/guia_docent","Llop Llop,  Maria","http://www.urv.cat/html/docencia-per-centre/general-I1726.php"
"1740067162-517","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116737/guia_docent","Minguet Fernandez,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I98393.php"
"1740067162-518","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116737/guia_docent","Sabaté Tena,  Ariadna-Estela","http://www.urv.cat/html/docencia-per-centre/general-I110396.php"
"1740067169-519","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116784/guia_docent","Barrullas Bonet,  Judit","http://www.urv.cat/html/docencia-per-centre/general-I60710.php"
"1740067169-520","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116784/guia_docent","Guilera Morilla,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I16632.php"
"1740067169-521","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116784/guia_docent","Papaoikonomou ,  Eleni","http://www.urv.cat/html/docencia-per-centre/general-I13813.php"
"1740067169-522","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116784/guia_docent","Ryan ,  Gerard Anthony","http://www.urv.cat/html/docencia-per-centre/general-I8324.php"
"1740067174-523","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116880/guia_docent","Casas Criado,  Raquel","http://www.urv.cat/html/docencia-per-centre/general-I7403.php"
"1740067174-524","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116880/guia_docent","Corbella Domènech,  Teresa","http://www.urv.cat/html/docencia-per-centre/general-I7058.php"
"1740067174-525","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116880/guia_docent","Esteve Tarrago,  Anna","http://www.urv.cat/html/docencia-per-centre/general-I110178.php"
"1740067174-526","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116880/guia_docent","Fernandez Herrero,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I77029.php"
"1740067174-527","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116880/guia_docent","Moreno Ordoñez,  Maria Del Carmen","http://www.urv.cat/html/docencia-per-centre/general-I31266.php"
"1740067174-528","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116880/guia_docent","Pastor Mateo,  Adrian","http://www.urv.cat/html/docencia-per-centre/general-I64009.php"
"1740067181-529","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116932/guia_docent","Cobas Arnau,  Alexandra","http://www.urv.cat/html/docencia-per-centre/general-I95293.php"
"1740067181-530","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116932/guia_docent","Gonzales Bustos,  Juan Pablo","http://www.urv.cat/html/docencia-per-centre/general-I32601.php"
"1740067181-531","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116932/guia_docent","Llanes Del Barrio,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I14292.php"
"1740067187-532","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/113726/guia_docent","Garcia Camps,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I7314.php"
"1740067193-533","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/114998/guia_docent","Figueiredo De Jesus,  Manuel Antonio","http://www.urv.cat/html/docencia-per-centre/general-I28785.php"
"1740067199-534","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/115000/guia_docent","Balsells Virgili,  Lluís","http://www.urv.cat/html/docencia-per-centre/general-I22166.php"
"1740067205-535","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/112774/guia_docent","Tous Pallarés,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I2185.php"
"1740067211-536","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116668/guia_docent","Miguel Carvajal,  Maria Rosario","http://www.urv.cat/html/docencia-per-centre/general-I25784.php"
"1740067217-537","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/112775/guia_docent","Tous Pallarés,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I2185.php"
"1740067224-538","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/114999/guia_docent","Balsells Virgili,  Lluís","http://www.urv.cat/html/docencia-per-centre/general-I22166.php"
"1740067230-539","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116274/guia_docent","Sora Miana,  Beatriz","http://www.urv.cat/html/docencia-per-centre/general-I71729.php"
"1740067236-540","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/115843/guia_docent","Miguel Carvajal,  Maria Rosario","http://www.urv.cat/html/docencia-per-centre/general-I25784.php"
"1740067242-541","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116273/guia_docent","Garcia Camps,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I7314.php"
"1740067248-542","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116669/guia_docent","Cancio Liesa,  Cristina","http://www.urv.cat/html/docencia-per-centre/general-I70989.php"
"1740067248-543","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116669/guia_docent","Requejo García,  Miguel Ángel","http://www.urv.cat/html/docencia-per-centre/general-I71031.php"
"1740067254-544","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116789/guia_docent","Soriano Paños,  David","http://www.urv.cat/html/docencia-per-centre/general-I102373.php"
"1740067261-545","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116839/guia_docent","Vinaixa Crevillent,  Maria","http://www.urv.cat/html/docencia-per-centre/general-I7897.php"
"1740067273-546","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116926/guia_docent","Gómez Jiménez,  Sergio","http://www.urv.cat/html/docencia-per-centre/general-I599.php"
