web-scraper-order,web-scraper-start-url,coordinators,coordinators-href
"1740065971-136","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/117265/guia_docent","Cardenas Morell,  Neus","http://www.urv.cat/html/docencia-per-centre/general-I12277.php"
"1740065980-137","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/117268/guia_docent","Sas Cruz,  Simon","http://www.urv.cat/html/docencia-per-centre/general-I114245.php"
"1740065987-138","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/117261/guia_docent","Aguadé López,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I16578.php"
"1740065993-139","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/117263/guia_docent","Deusdad Ayala,  Blanca","http://www.urv.cat/html/docencia-per-centre/general-I22205.php"
"1740066000-140","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/117264/guia_docent","Pedret Risco,  Montserrat","http://www.urv.cat/html/docencia-per-centre/general-I91953.php"
"1740066006-141","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/117262/guia_docent","Llort Suarez,  Antoni","http://www.urv.cat/html/docencia-per-centre/general-I100493.php"
"1740066012-142","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116873/guia_docent","Fuentes Gasó,  Josep Ramon","http://www.urv.cat/html/docencia-per-centre/general-I7368.php"
"1740066018-143","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116760/guia_docent","Cagliero ,  Sara","http://www.urv.cat/html/docencia-per-centre/general-I47728.php"
"1740066026-144","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116872/guia_docent","Moreras Palenzuela,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I16596.php"
"1740066032-145","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116954/guia_docent","Serrano Fernandez,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I59849.php"
"1740066037-146","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116953/guia_docent","Pérez-Portabella López,  Antonio","http://www.urv.cat/html/docencia-per-centre/general-I7338.php"
"1740066043-147","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116890/guia_docent","Böcker ,  Rafael","http://www.urv.cat/html/docencia-per-centre/general-I10137.php"
"1740066049-148","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116776/guia_docent","Bonasa Jiménez,  Maria Del Pilar","http://www.urv.cat/html/docencia-per-centre/general-I21315.php"
"1740066055-149","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116777/guia_docent","Anleu Hernández,  Claudia Maria","http://www.urv.cat/html/docencia-per-centre/general-I26853.php"
"1740066061-150","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116744/guia_docent","Navarro Lliberato,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I7331.php"
"1740066066-151","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3550/assignatures/116759/guia_docent","Bodoque Puerta,  Yolanda","http://www.urv.cat/html/docencia-per-centre/general-I7263.php"
"1740066073-152","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/117123/guia_docent","Giménez Costa,  Ana","http://www.urv.cat/html/docencia-per-centre/general-I7165.php"
"1740066081-153","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/117121/guia_docent","Giménez Costa,  Ana","http://www.urv.cat/html/docencia-per-centre/general-I7165.php"
"1740066089-154","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/117122/guia_docent","Giménez Costa,  Ana","http://www.urv.cat/html/docencia-per-centre/general-I7165.php"
"1740066097-155","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113043/guia_docent","Adan Domenech,  Federico","http://www.urv.cat/html/docencia-per-centre/general-I7055.php"
"1740066097-156","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113043/guia_docent","Fuguet Carles,  Xènia","http://www.urv.cat/html/docencia-per-centre/general-I15302.php"
"1740066103-157","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114991/guia_docent","Marquès Banqué,  Maria","http://www.urv.cat/html/docencia-per-centre/general-I643.php"
"1740066108-158","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114562/guia_docent","Fuentes Gasó,  Josep Ramon","http://www.urv.cat/html/docencia-per-centre/general-I7368.php"
"1740066115-159","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114564/guia_docent","Giménez Costa,  Ana","http://www.urv.cat/html/docencia-per-centre/general-I7165.php"
"1740066115-160","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114564/guia_docent","González Bondia,  Alfonso","http://www.urv.cat/html/docencia-per-centre/general-I5661.php"
"1740066120-161","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114563/guia_docent","Girgado Perandones,  Pablo","http://www.urv.cat/html/docencia-per-centre/general-I16894.php"
"1740066126-162","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114561/guia_docent","Adan Domenech,  Federico","http://www.urv.cat/html/docencia-per-centre/general-I7055.php"
"1740066126-163","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114561/guia_docent","González Bondia,  Alfonso","http://www.urv.cat/html/docencia-per-centre/general-I5661.php"
"1740066132-164","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115814/guia_docent","Ortiz Castellón,  Josep Eduard","http://www.urv.cat/html/docencia-per-centre/general-I31564.php"
"1740066139-165","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115466/guia_docent","Adan Domenech,  Federico","http://www.urv.cat/html/docencia-per-centre/general-I7055.php"
"1740066139-166","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115466/guia_docent","González Bondia,  Alfonso","http://www.urv.cat/html/docencia-per-centre/general-I5661.php"
"1740066144-167","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/114145/guia_docent","Martin Espinosa,  Elena","http://www.urv.cat/html/docencia-per-centre/general-I102453.php"
"1740066150-168","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113042/guia_docent","Adan Domenech,  Federico","http://www.urv.cat/html/docencia-per-centre/general-I7055.php"
"1740066156-169","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113253/guia_docent","Castellà Surribas,  Santiago José","http://www.urv.cat/html/docencia-per-centre/general-I1284.php"
"1740066156-170","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/113253/guia_docent","Jaria Manzano,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I7056.php"
"1740066162-171","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3489/assignatures/115773/guia_docent","Giménez Costa,  Ana","http://www.urv.cat/html/docencia-per-centre/general-I7165.php"
"1740066168-172","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/115763/guia_docent","Adan Domenech,  Federico","http://www.urv.cat/html/docencia-per-centre/general-I7055.php"
"1740066175-173","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113242/guia_docent","Gómez Buendia,  Maria Del Carmen","http://www.urv.cat/html/docencia-per-centre/general-I13811.php"
"1740066181-174","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114984/guia_docent","Adan Domenech,  Federico","http://www.urv.cat/html/docencia-per-centre/general-I7055.php"
"1740066181-175","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114984/guia_docent","Sabater Sabaté,  Jose Maria","http://www.urv.cat/html/docencia-per-centre/general-I55640.php"
"1740066187-176","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113244/guia_docent","Casanova Martí,  Roser","http://www.urv.cat/html/docencia-per-centre/general-I26932.php"
"1740066187-177","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113244/guia_docent","Cerrato Guri,  Elisabet","http://www.urv.cat/html/docencia-per-centre/general-I11470.php"
"1740066192-178","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114940/guia_docent","Simon Moreno,  Héctor","http://www.urv.cat/html/docencia-per-centre/general-I15109.php"
"1740066198-179","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114985/guia_docent","Font Mas,  Maria","http://www.urv.cat/html/docencia-per-centre/general-I11177.php"
"1740066204-180","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113241/guia_docent","Cerrato Guri,  Elisabet","http://www.urv.cat/html/docencia-per-centre/general-I11470.php"
"1740066204-181","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113241/guia_docent","Martin Espinosa,  Elena","http://www.urv.cat/html/docencia-per-centre/general-I102453.php"
"1740066210-182","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114941/guia_docent","Rivas Nieto,  María Estela","http://www.urv.cat/html/docencia-per-centre/general-I7370.php"
"1740066216-183","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114939/guia_docent","Villca Pozo,  Milenka","http://www.urv.cat/html/docencia-per-centre/general-I18431.php"
"1740066222-184","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114938/guia_docent","Girgado Perandones,  Pablo","http://www.urv.cat/html/docencia-per-centre/general-I16894.php"
"1740066228-185","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113034/guia_docent","Girgado Perandones,  Pablo","http://www.urv.cat/html/docencia-per-centre/general-I16894.php"
"1740066233-186","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113035/guia_docent","Franquet Sugrañes,  Maria Teresa","http://www.urv.cat/html/docencia-per-centre/general-I7057.php"
"1740066240-187","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/113243/guia_docent","Marin Consarnau,  Diana Boris","http://www.urv.cat/html/docencia-per-centre/general-I9512.php"
"1740066246-188","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/116651/guia_docent","Simon Moreno,  Héctor","http://www.urv.cat/html/docencia-per-centre/general-I15109.php"
"1740066252-189","https://guiadocent.urv.cat/guido/public/centres/497/ensenyaments/3442/assignatures/114517/guia_docent","Gómez Jordán,  Albert","http://www.urv.cat/html/docencia-per-centre/general-I36225.php"
"1740066258-190","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116928/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066266-191","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116747/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066272-192","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116768/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066281-193","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116724/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066289-194","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116810/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066295-195","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116766/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066303-196","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116929/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066310-197","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116767/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066317-198","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116746/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066326-199","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116765/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066335-200","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116834/guia_docent","Esteve Gonzalez,  Vanessa","http://www.urv.cat/html/docencia-per-centre/general-I13257.php"
"1740066342-201","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116721/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066348-202","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116927/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066354-203","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116722/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066360-204","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116809/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066368-205","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116849/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066375-206","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116769/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066382-207","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116850/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066388-208","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116847/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066396-209","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116726/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066403-210","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116846/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066411-211","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116848/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066417-212","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116725/guia_docent","Duch Gavaldà,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I9511.php"
"1740066424-213","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116745/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066432-214","https://guiadocent.urv.cat/guido/public/centres/493/ensenyaments/3551/assignatures/116723/guia_docent","Usart Rodríguez,  Mireia","http://www.urv.cat/html/docencia-per-centre/general-I64689.php"
"1740066439-215","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116807/guia_docent","Martorell Poveda,  Maria Antonia","http://www.urv.cat/html/docencia-per-centre/general-I674.php"
"1740066445-216","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116803/guia_docent","Casadó Marín,  Lina Cristina","http://www.urv.cat/html/docencia-per-centre/general-I12799.php"
"1740066452-217","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116820/guia_docent","Belzunegui Eraso,  Angel Gabriel","http://www.urv.cat/html/docencia-per-centre/general-I5183.php"
"1740066459-218","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116805/guia_docent","Reverté Villarroya,  Silvia","http://www.urv.cat/html/docencia-per-centre/general-I56015.php"
"1740066465-219","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116858/guia_docent","Jiménez Herrera,  María Francisca","http://www.urv.cat/html/docencia-per-centre/general-I652.php"
"1740066471-220","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116806/guia_docent","Burjales Marti,  Maria Dolors","http://www.urv.cat/html/docencia-per-centre/general-I1721.php"
"1740066478-221","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116774/guia_docent","Cuesta Martínez,  Maria Roser","http://www.urv.cat/html/docencia-per-centre/general-I66594.php"
"1740066485-222","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116859/guia_docent","Valls Fonayet,  Francesc","http://www.urv.cat/html/docencia-per-centre/general-I11361.php"
"1740066492-223","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116775/guia_docent","Martorell Poveda,  Maria Antonia","http://www.urv.cat/html/docencia-per-centre/general-I674.php"
"1740066499-224","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116736/guia_docent","Ortega Sanz,  Laura","http://www.urv.cat/html/docencia-per-centre/general-I20119.php"
"1740066506-225","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116773/guia_docent","Martorell Poveda,  Maria Antonia","http://www.urv.cat/html/docencia-per-centre/general-I674.php"
"1740066513-226","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116945/guia_docent","Raventos Torner,  Rosa Dolores","http://www.urv.cat/html/docencia-per-centre/general-I56014.php"
"1740066520-227","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116855/guia_docent","Casadó Marín,  Lina Cristina","http://www.urv.cat/html/docencia-per-centre/general-I12799.php"
"1740066526-228","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116854/guia_docent","Aguarón García,  María Jesús","http://www.urv.cat/html/docencia-per-centre/general-I2384.php"
"1740066532-229","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116821/guia_docent","Reverté Villarroya,  Silvia","http://www.urv.cat/html/docencia-per-centre/general-I56015.php"
"1740066538-230","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116804/guia_docent","Jiménez Herrera,  María Francisca","http://www.urv.cat/html/docencia-per-centre/general-I652.php"
"1740066545-231","https://guiadocent.urv.cat/guido/public/centres/500/ensenyaments/3541/assignatures/116944/guia_docent","Jiménez Herrera,  María Francisca","http://www.urv.cat/html/docencia-per-centre/general-I652.php"
"1740066551-232","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116860/guia_docent","Beltran Casellas,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I11439.php"
"1740066558-233","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116863/guia_docent","Beltran Casellas,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I11439.php"
"1740066563-234","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116861/guia_docent","Beltran Casellas,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I11439.php"
"1740066569-235","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116910/guia_docent","Beltran Casellas,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I11439.php"
"1740066577-236","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116865/guia_docent","Beltran Casellas,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I11439.php"
"1740066584-237","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116951/guia_docent","Beltran Casellas,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I11439.php"
"1740066592-238","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116950/guia_docent","Canals Bosch,  Joan Miquel","http://www.urv.cat/html/docencia-per-centre/general-I826.php"
"1740066599-239","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116864/guia_docent","Anton Clavé,  Salvador","http://www.urv.cat/html/docencia-per-centre/general-I201.php"
"1740066606-240","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116903/guia_docent","Mas Baron,  Alberto","http://www.urv.cat/html/docencia-per-centre/general-I2054.php"
"1740066613-241","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116909/guia_docent","Bertran Luengo,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I55752.php"
"1740066620-242","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116902/guia_docent","Marquet ,  Christophe Jean Louis","http://www.urv.cat/html/docencia-per-centre/general-I14287.php"
"1740066620-243","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116902/guia_docent","Rabassa Figueras,  Maria Noemí","http://www.urv.cat/html/docencia-per-centre/general-I5065.php"
"1740066627-244","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116730/guia_docent","Sanz Ibañez,  Cinta","http://www.urv.cat/html/docencia-per-centre/general-I31184.php"
"1740066634-245","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116911/guia_docent","Canals Bosch,  Joan Miquel","http://www.urv.cat/html/docencia-per-centre/general-I826.php"
"1740066634-246","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116911/guia_docent","Llauradó Reverchon,  José María","http://www.urv.cat/html/docencia-per-centre/general-I5301.php"
"1740066640-247","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116808/guia_docent","Domènech Montaña,  Antoni","http://www.urv.cat/html/docencia-per-centre/general-I43526.php"
"1740066647-248","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116731/guia_docent","Beltran Casellas,  Gemma","http://www.urv.cat/html/docencia-per-centre/general-I11439.php"
"1740066647-249","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116731/guia_docent","Sánchez Ortiz,  Antoni","http://www.urv.cat/html/docencia-per-centre/general-I22426.php"
"1740066647-250","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116731/guia_docent","Zamora Marín,  Fernando","http://www.urv.cat/html/docencia-per-centre/general-I1981.php"
"1740066654-251","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116862/guia_docent","Duro Moreno,  Juan Antonio","http://www.urv.cat/html/docencia-per-centre/general-I11205.php"
"1740066654-252","https://guiadocent.urv.cat/guido/public/centres/501/ensenyaments/3553/assignatures/116862/guia_docent","Ryan ,  Gerard Anthony","http://www.urv.cat/html/docencia-per-centre/general-I8324.php"
"1740066664-253","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/117241/guia_docent","Barrullas Bonet,  Judit","http://www.urv.cat/html/docencia-per-centre/general-I60710.php"
"1740066664-254","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/117241/guia_docent","Guilera Morilla,  Maria Jose","http://www.urv.cat/html/docencia-per-centre/general-I16632.php"
"1740066664-255","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/117241/guia_docent","Papaoikonomou ,  Eleni","http://www.urv.cat/html/docencia-per-centre/general-I13813.php"
"1740066664-256","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/117241/guia_docent","Ryan ,  Gerard Anthony","http://www.urv.cat/html/docencia-per-centre/general-I8324.php"
"1740066671-257","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116779/guia_docent","Albiol Sánchez,  Judit","http://www.urv.cat/html/docencia-per-centre/general-I28008.php"
"1740066671-258","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116779/guia_docent","Bannikova ,  Marina","http://www.urv.cat/html/docencia-per-centre/general-I32927.php"
"1740066671-259","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116779/guia_docent","Carreras Roig,  Lluís","http://www.urv.cat/html/docencia-per-centre/general-I1882.php"
"1740066671-260","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116779/guia_docent","Soldevila Lafon,  Maria Victòria","http://www.urv.cat/html/docencia-per-centre/general-I8330.php"
"1740066671-261","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116779/guia_docent","Uceda Taramona,  David","http://www.urv.cat/html/docencia-per-centre/general-I26937.php"
"1740066671-262","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116779/guia_docent","Zelu ,  Barbara Ama","http://www.urv.cat/html/docencia-per-centre/general-I102153.php"
"1740066677-263","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116875/guia_docent","Bonillo Alcaina,  Isaac","http://www.urv.cat/html/docencia-per-centre/general-I66971.php"
"1740066677-264","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116875/guia_docent","Coll Garrido,  Jordi","http://www.urv.cat/html/docencia-per-centre/general-I101153.php"
"1740066677-265","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116875/guia_docent","Guarimata Salinas,  Génesis María","http://www.urv.cat/html/docencia-per-centre/general-I72514.php"
"1740066677-266","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116875/guia_docent","López Panisello,  Ma. Belén","http://www.urv.cat/html/docencia-per-centre/general-I7351.php"
"1740066677-267","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116875/guia_docent","Vallduví Botet,  Gerard","http://www.urv.cat/html/docencia-per-centre/general-I9014.php"
"1740066683-268","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116964/guia_docent","Llerena Garrés,  Francisco","http://www.urv.cat/html/docencia-per-centre/general-I1108.php"
"1740066683-269","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116964/guia_docent","Marquez Alvarez,  Norberto","http://www.urv.cat/html/docencia-per-centre/general-I1109.php"
"1740066683-270","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116964/guia_docent","Masip Viñes,  Joan","http://www.urv.cat/html/docencia-per-centre/general-I8325.php"
"1740066683-271","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116964/guia_docent","Vilella Bach,  Misericòrdia","http://www.urv.cat/html/docencia-per-centre/general-I1933.php"
"1740066688-272","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3544/assignatures/116895/guia_docent","Bové Sans,  Miquel Angel","http://www.urv.cat/html/docencia-per-centre/general-I495.php"
