web-scraper-order,web-scraper-start-url,code,text_url,url,url-href,period,type,credits,year
"1739307390-340","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/gestionar","12314007","REDACCIÓ PER A PROFESSIONALS DE LA COMUNICACIÓ (CATALÀ)

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117021/guia_docent","Anual","F Bàsica","9.0","Primer curs"
"1739307390-341","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/gestionar","12314006","TECNOLOGIA I LLENGUATGES AUDIOVISUALS

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117001/guia_docent","Anual","F Bàsica","9.0","Primer curs"
"1739307390-342","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/gestionar","12314105","HISTÒRIA I ESTRUCTURA DE LA COMUNICACIÓ

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117281/guia_docent","Anual","Obligatòria","9.0","Segon curs"
"1739307398-343","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/gestionar","12334001","ESTRUCTURA I CANVI SOCIAL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117027/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307398-344","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/gestionar","12334102","EXPRESSIÓ ORAL I LOCUCIÓ

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117019/guia_docent","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739307398-345","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/gestionar","12334008","MÓN ACTUAL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117030/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307398-346","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/gestionar","12334002","SISTEMA JURÍDIC-POLÍTIC

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117017/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307398-347","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/gestionar","12334009","CORRENTS ESTÈTICS CONTEMPORANIS

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117031/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307398-348","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/gestionar","12334003","FONAMENTS DE LA COMUNICACIÓ

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117005/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307398-349","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/gestionar","12334110","PROJECTES DE DISSENY GRÀFIC

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117006/guia_docent","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739307398-350","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/gestionar","12334010","REDACCIÓ PER A PROFESSIONALS DE LA COMUNICACIÓ (CASTELLÀ)

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117018/guia_docent","Anual","F Bàsica","9.0","Primer curs"
"1739307398-351","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/gestionar","12334007","REDACCIÓ PER A PROFESSIONALS DE LA COMUNICACIÓ (CATALÀ)

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117014/guia_docent","Anual","F Bàsica","9.0","Primer curs"
"1739307398-352","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/gestionar","12334006","TECNOLOGIA I LLENGUATGES AUDIOVISUALS

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117013/guia_docent","Anual","F Bàsica","9.0","Primer curs"
"1739307398-353","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/gestionar","12334105","HISTÒRIA I ESTRUCTURA DE LA COMUNICACIÓ

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117283/guia_docent","Anual","Obligatòria","9.0","Segon curs"
"1739307407-354","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/gestionar","12324001","ESTRUCTURA I CANVI SOCIAL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117010/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307407-355","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/gestionar","12324102","EXPRESSIÓ ORAL I LOCUCIÓ

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117004/guia_docent","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739307407-356","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/gestionar","12324008","MÓN ACTUAL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117011/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307407-357","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/gestionar","12324002","SISTEMA JURÍDIC-POLÍTIC

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117022/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307407-358","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/gestionar","12324009","CORRENTS ESTÈTICS CONTEMPORANIS

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117012/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307407-359","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/gestionar","12324003","FONAMENTS DE LA COMUNICACIÓ

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117029/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307407-360","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/gestionar","12324110","PROJECTES DE DISSENY GRÀFIC

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117003/guia_docent","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739307407-361","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/gestionar","12324010","REDACCIÓ PER A PROFESSIONALS DE LA COMUNICACIÓ (CASTELLÀ)

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117016/guia_docent","Anual","F Bàsica","9.0","Primer curs"
"1739307407-362","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/gestionar","12324007","REDACCIÓ PER A PROFESSIONALS DE LA COMUNICACIÓ (CATALÀ)

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117015/guia_docent","Anual","F Bàsica","9.0","Primer curs"
"1739307407-363","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/gestionar","12324006","TECNOLOGIA I LLENGUATGES AUDIOVISUALS

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117023/guia_docent","Anual","F Bàsica","9.0","Primer curs"
"1739307407-364","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/gestionar","12324105","HISTÒRIA I ESTRUCTURA DE LA COMUNICACIÓ

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117282/guia_docent","Anual","Obligatòria","9.0","Segon curs"
