web-scraper-order,web-scraper-start-url,code,text_url,url,url-href,period,type,credits,year
"1739307205-1","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/gestionar","22214003","GEOMETRIA DESCRIPTIVA I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116824/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307205-2","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/gestionar","22214001","GRÀFICA ARQUITECTÒNICA I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116822/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307205-3","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/gestionar","22214005","INTRODUCCIÓ A PROJECTES I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116728/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307205-4","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/gestionar","22214010","MATEMÀTIQUES I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116823/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307205-5","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/gestionar","22214116","TEORIA I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116825/guia_docent","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739307205-6","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/gestionar","22214101","TÈCNICA I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116907/guia_docent","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739307205-7","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/gestionar","22214004","GEOMETRIA DESCRIPTIVA II

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116931/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307205-8","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/gestionar","22214002","GRÀFICA ARQUITECTÒNICA II

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116826/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307205-9","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/gestionar","22214006","INTRODUCCIÓ A PROJECTES II

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116729/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307205-10","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/gestionar","22214009","MATEMÀTIQUES II

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116930/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307205-11","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/gestionar","22214117","TEORIA II

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116827/guia_docent","Segon quadrimestre","Obligatòria","3.0","Primer curs"
"1739307205-12","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/gestionar","22214102","TÈCNICA II

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/116828/guia_docent","Segon quadrimestre","Obligatòria","3.0","Primer curs"
"1739307205-13","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/gestionar","22214007","GRÀFICA ARQUITECTÒNICA III

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/504/ensenyaments/3547/assignatures/117804/guia_docent","Segon quadrimestre","F Bàsica","6.0","Segon curs"
"1739307214-14","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715104","ACTIVITATS AMB CIUTADANIA I PACIENTS

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116842/guia_docent","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739307214-15","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715202","BIOMEDICINA PER A ENGINYERS

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116817/guia_docent","Primer quadrimestre","Optativa","4.5","Primer curs"
"1739307214-16","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715102","ESTADÍSTICA BIOMÈDICA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116922/guia_docent","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739307214-17","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715105","HISTÒRIES CLÍNIQUES DIGITALS

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116843/guia_docent","Primer quadrimestre","Obligatòria","4.5","Primer curs"
"1739307214-18","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715103","IMATGE MÈDICA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116841/guia_docent","Primer quadrimestre","Obligatòria","4.5","Primer curs"
"1739307214-19","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715101","PROGRAMACIÓ CIENTÍFICA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116815/guia_docent","Primer quadrimestre","Obligatòria","4.5","Primer curs"
"1739307214-20","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715201","REPTES BIOMÈDICS I CIÈNCIA DE DADES

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116923/guia_docent","Primer quadrimestre","Optativa","3.0","Primer curs"
"1739307214-21","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715107","ANÀLISI AVANÇADA DE DADES DE SALUT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116788/guia_docent","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739307214-22","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715108","APRENENTATGE AUTOMÀTIC

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116732/guia_docent","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739307214-23","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715106","COMPUTACIÓ D'ALTES PRESTACIONS I DISTRIBUÏDA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116955/guia_docent","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739307214-24","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715110","ESCOLA D'ESTIU

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116844/guia_docent","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739307214-25","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715109","LABORATORI DE NEGOCIS

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116833/guia_docent","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739307214-26","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715210","ANÀLISI DE DADES DE SALUT AMBIENTAL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116845/guia_docent","Primer quadrimestre","Optativa","3.0","Segon curs"
"1739307214-27","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715113","APRENENTATGE PROFUND

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116838/guia_docent","Primer quadrimestre","Obligatòria","6.0","Segon curs"
"1739307214-28","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715208","CIÈNCIES-ÒMIQUES I MEDICINA TRANSLACIONAL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116733/guia_docent","Primer quadrimestre","Optativa","4.5","Segon curs"
"1739307214-29","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715209","DIAGNÒSTIC I PRESA DE DECISIONS ASSISTIDA PER ORDINADOR

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116734/guia_docent","Primer quadrimestre","Optativa","4.5","Segon curs"
"1739307214-30","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715207","EPIDEMIOLOGIA COMPUTACIONAL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116924/guia_docent","Primer quadrimestre","Optativa","4.5","Segon curs"
"1739307214-31","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715211","IOT PER A SALUT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116957/guia_docent","Primer quadrimestre","Optativa","3.0","Segon curs"
"1739307214-32","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715112","METODOLOGIA DE LA RECERCA I DE PROJECTES

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116956/guia_docent","Primer quadrimestre","Obligatòria","4.5","Segon curs"
"1739307214-33","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715206","MINERIA DE TEXTOS DE SALUT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116818/guia_docent","Primer quadrimestre","Optativa","3.0","Segon curs"
"1739307214-34","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715212","PROTEÒMICA PER A LA INVESTIGACIÓ EN SALUT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116840/guia_docent","Primer quadrimestre","Optativa","3.0","Segon curs"
"1739307214-35","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715111","ÈTICA, REGULACIÓ I PRIVACITAT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116837/guia_docent","Primer quadrimestre","Obligatòria","4.5","Segon curs"
"1739307214-36","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715214","ANÀLISI AVANÇADA D'IMATGE MÈDICA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116790/guia_docent","Segon quadrimestre","Optativa","4.5","Segon curs"
"1739307214-37","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715213","EINES PER A LA NEUROENGINYERIA I LA NEUROIMATGE

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116836/guia_docent","Segon quadrimestre","Optativa","3.0","Segon curs"
"1739307214-38","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715215","INTEGRACIÓ DE DADES DE SALUT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116958/guia_docent","Segon quadrimestre","Optativa","3.0","Segon curs"
"1739307214-39","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715216","PREDICCIÓ DEL COMPORTAMENT DINÀMIC EN XARXES MOLECULARS

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116959/guia_docent","Segon quadrimestre","Optativa","3.0","Segon curs"
"1739307214-40","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715401","PRÀCTIQUES ACADÈMIQUES EXTERNES EN EMPRESA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116925/guia_docent","Segon quadrimestre","Prac Externes","15.0","Segon curs"
"1739307214-41","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715301","TREBALL DE FI DE MÀSTER

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116926/guia_docent","Segon quadrimestre","TFM","9.0","Segon curs"
"1739307214-42","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715203","SENSORS BIOMÈDICS I PROCESSAT DE SENYAL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116816/guia_docent","Primer quadrimestre","Optativa","3.0","Optatives"
"1739307214-43","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715205","VISUALITZACIÓ I COMUNICACIÓ DE DADES EN SALUT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116839/guia_docent","Primer quadrimestre","Optativa","4.5","Optatives"
"1739307214-44","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/gestionar","17715204","XARXES COMPLEXES

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Virtual","Virtual","https://guiadocent.urv.cat/guido/public/centres/499/ensenyaments/3543/assignatures/116789/guia_docent","Primer quadrimestre","Optativa","4.5","Optatives"
"1739307223-45","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/gestionar","20605101","DRET DE LA SEGURETAT I SALUT EN EL TREBALL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Semipresencial","Semipresencial","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116669/guia_docent","Primer quadrimestre","Obligatòria","3.0","Primer curs"
"1739307223-46","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/gestionar","20605105","GESTIÓ, FORMACIÓ I INFORMACIÓ APLICADES A LA PREVENCIÓ

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Semipresencial","Semipresencial","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116273/guia_docent","Primer quadrimestre","Obligatòria","5.0","Primer curs"
"1739307223-47","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/gestionar","20605103","HIGIENE INDUSTRIAL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Semipresencial","Semipresencial","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/115843/guia_docent","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739307223-48","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/gestionar","20605104","MEDICINA, ERGONOMIA I PSICOSOCIOLOGIA APLICADES A LA PREVENCIÓ

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Semipresencial","Semipresencial","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116274/guia_docent","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739307223-49","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/gestionar","20605102","SEGURETAT EN EL TREBALL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Semipresencial","Semipresencial","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/114999/guia_docent","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739307223-50","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/gestionar","20605108","ESPECIALITZACIÓ EN ERGONOMIA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Semipresencial","Semipresencial","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/112775/guia_docent","Segon quadrimestre","Obligatòria","3.0","Primer curs"
"1739307223-51","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/gestionar","20605107","ESPECIALITZACIÓ EN HIGIENE INDUSTRIAL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Semipresencial","Semipresencial","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/116668/guia_docent","Segon quadrimestre","Obligatòria","5.0","Primer curs"
"1739307223-52","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/gestionar","20605109","ESPECIALITZACIÓ EN PSICOSOCIOLOGIA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Semipresencial","Semipresencial","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/112774/guia_docent","Segon quadrimestre","Obligatòria","3.0","Primer curs"
"1739307223-53","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/gestionar","20605106","ESPECIALITZACIÓ EN SEGURETAT EN EL TREBALL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Semipresencial","Semipresencial","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/115000/guia_docent","Segon quadrimestre","Obligatòria","5.0","Primer curs"
"1739307223-54","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/gestionar","20605401","PRÀCTIQUES ACADÈMIQUES EXTERNES

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Semipresencial","Semipresencial","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/114998/guia_docent","Anual","Prac Externes","9.0","Primer curs"
"1739307223-55","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/gestionar","20605112","TREBALL DE FI DE MÀSTER

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Semipresencial","Semipresencial","https://guiadocent.urv.cat/guido/public/centres/502/ensenyaments/3514/assignatures/113726/guia_docent","Anual","TFM","9.0","Primer curs"
"1739307232-56","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/gestionar","16954010","DRET MERCANTIL

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116932/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307232-57","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/gestionar","16954007","ESTADÍSTICA I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116880/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307232-58","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/gestionar","16954123","FONAMENTS DE MÀRQUETING

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116784/guia_docent","Primer quadrimestre","Obligatòria","6.0","Primer curs"
"1739307232-59","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/gestionar","16954004","INTRODUCCIÓ A L'ECONOMIA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116737/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307232-60","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/gestionar","16954001","INTRODUCCIÓ A LA COMPTABILITAT

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116797/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307232-61","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/gestionar","16954008","MATEMÀTIQUES I

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116738/guia_docent","Primer quadrimestre","F Bàsica","6.0","Primer curs"
"1739307232-62","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/gestionar","16954002","COMPTABILITAT FINANCERA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116904/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307232-63","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/gestionar","16954104","DIRECCIÓ ESTRATÈGICA DE MÀRQUETING

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116785/guia_docent","Segon quadrimestre","Obligatòria","6.0","Primer curs"
"1739307232-64","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/gestionar","16954005","MACROECONOMIA

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116933/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
"1739307232-65","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/gestionar","16954009","MATEMÀTIQUES II

					 				 		  		
					 				 		  		   
					 				 		  	  		  
					 				 		  	  		    
					 				 		  	  				Presencial","Presencial","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3549/assignatures/116829/guia_docent","Segon quadrimestre","F Bàsica","6.0","Primer curs"
