web-scraper-order,web-scraper-start-url,professors
"1740087005-1106","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924001&any_academic=2024_25&idioma=cat&modalitat=p","PLANA GAVALDÀ, GABRIEL"
"1740087005-1107","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924001&any_academic=2024_25&idioma=cat&modalitat=p","ANGLÉS TAFALLA, CARLES"
"1740087005-1108","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924001&any_academic=2024_25&idioma=cat&modalitat=p","PASCUAL FONTANILLES, JORDI"
"1740087005-1109","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924001&any_academic=2024_25&idioma=cat&modalitat=p","CASTELLS AMAT, RAMON"
"1740087005-1110","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924001&any_academic=2024_25&idioma=cat&modalitat=p","TOST BARTOLOMÉ, JORDI"
"1740087005-1111","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924001&any_academic=2024_25&idioma=cat&modalitat=p","PLANA MONNÉ, MARIA REMEI"
"1740087005-1112","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924001&any_academic=2024_25&idioma=cat&modalitat=p","LORITE JODAR, OSCAR"
"1740087005-1113","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924001&any_academic=2024_25&idioma=cat&modalitat=p","SALAET FERNÁNDEZ, STEPHANE"
"1740087005-1114","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924001&any_academic=2024_25&idioma=cat&modalitat=p","CANALS ROS, JORDI"
"1740087005-1115","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924001&any_academic=2024_25&idioma=cat&modalitat=p","SEGURA ALABART, NATÀLIA"
"1740087008-1116","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924003&any_academic=2024_25&idioma=cat&modalitat=p","SIMÓN OLMOS, MARÍA JOSÉ"
"1740087008-1117","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924003&any_academic=2024_25&idioma=cat&modalitat=p","DE LA FLOR LOPEZ, SILVIA"
"1740087008-1118","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924003&any_academic=2024_25&idioma=cat&modalitat=p","GAVALDÀ MARTÍNEZ, JOSEFA"
"1740087008-1119","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924003&any_academic=2024_25&idioma=cat&modalitat=p","MASONS BOSCH, JAIME"
"1740087008-1120","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924003&any_academic=2024_25&idioma=cat&modalitat=p","STIRIBA , YOUSSEF"
"1740087008-1121","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924003&any_academic=2024_25&idioma=cat&modalitat=p","PEREZ DE VIÑASPRE MUNS, MERCE"
"1740087008-1122","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924003&any_academic=2024_25&idioma=cat&modalitat=p","GIBERT MASIP, JOSÉ LUÍS"
"1740087008-1123","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924003&any_academic=2024_25&idioma=cat&modalitat=p","REICHARDT CANDEL, IGNASI"
"1740087010-1124","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924004&any_academic=2024_25&idioma=cat&modalitat=p","CABRÉ RODON, ROGER"
"1740087010-1125","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924004&any_academic=2024_25&idioma=cat&modalitat=p","FERRÉ BORRULL, JOSÉ"
"1740087010-1126","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924004&any_academic=2024_25&idioma=cat&modalitat=p","LIME , FRANÇOIS GILBERT MARIE"
"1740087010-1127","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924004&any_academic=2024_25&idioma=cat&modalitat=p","BATISTA CASANELLES, XAVIER"
"1740087010-1128","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924004&any_academic=2024_25&idioma=cat&modalitat=p","ALMORA RODRÍGUEZ, OSBEL"
"1740087010-1129","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924004&any_academic=2024_25&idioma=cat&modalitat=p","LOPEZ SANTOS, OSWALDO"
"1740087012-1130","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924102&any_academic=2024_25&idioma=cat&modalitat=p","PUIG GARCIA, SILVIA"
"1740087015-1131","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924013&any_academic=2024_25&idioma=cat&modalitat=p","INZA ROJAS, MARÍA ISABEL"
"1740087015-1132","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924013&any_academic=2024_25&idioma=cat&modalitat=p","FIGUERAS SALVAT, MARÍA JOSEFA"
"1740087015-1133","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924013&any_academic=2024_25&idioma=cat&modalitat=p","GARCÍA SÁNCHEZ, DANIA"
"1740087015-1134","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924013&any_academic=2024_25&idioma=cat&modalitat=p","SANCHIS TALÓN, MARTA"
"1740087015-1135","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924013&any_academic=2024_25&idioma=cat&modalitat=p","VILLUENDAS VÁZQUEZ, OSCAR"
"1740087015-1136","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924013&any_academic=2024_25&idioma=cat&modalitat=p","CLUA FERRÉ, LAURA"
"1740087015-1137","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924013&any_academic=2024_25&idioma=cat&modalitat=p","CAMUÑA PARDO, LAURA"
"1740087017-1138","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924008&any_academic=2024_25&idioma=cat&modalitat=p","VIVES VENTURA, AMADEU"
"1740087017-1139","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924008&any_academic=2024_25&idioma=cat&modalitat=p","GUARIMATA SALINAS, GÉNESIS MARÍA"
"1740087019-1140","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924009&any_academic=2024_25&idioma=cat&modalitat=p","VILANOVA SALAS, JAVIER"
"1740087019-1141","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924009&any_academic=2024_25&idioma=cat&modalitat=p","CALVENTE CALVO, FRANCISCO JAVIER"
"1740087019-1142","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924009&any_academic=2024_25&idioma=cat&modalitat=p","ANNANOUCH , FATIMA EZAHRA"
"1740087022-1143","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924103&any_academic=2024_25&idioma=cat&modalitat=p","DOMINGO ALMENARA, XAVIER"
"1740087022-1144","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924103&any_academic=2024_25&idioma=cat&modalitat=p","RÀFOLS SOLER, PERE"
"1740087024-1145","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924014&any_academic=2024_25&idioma=cat&modalitat=p","PALLARÉS CURTO, JORGE MARÍA"
"1740087024-1146","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924014&any_academic=2024_25&idioma=cat&modalitat=p","FABREGAT TOMÀS, ALEXANDRE"
"1740087026-1147","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924105&any_academic=2024_25&idioma=cat&modalitat=p","CAÑELLAS ALBERICH, NICOLAU"
"1740087026-1148","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924105&any_academic=2024_25&idioma=cat&modalitat=p","DOMINGO ALMENARA, XAVIER"
"1740087026-1149","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924105&any_academic=2024_25&idioma=cat&modalitat=p","PEÑALBA GALÁN, JORDI"
"1740087028-1150","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924011&any_academic=2024_25&idioma=cat&modalitat=p","BREZMES LLECHA, JESÚS JORGE"
"1740087028-1151","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924011&any_academic=2024_25&idioma=cat&modalitat=p","RÀFOLS SOLER, PERE"
"1740087031-1152","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924010&any_academic=2024_25&idioma=cat&modalitat=p","VALLS MATEU, AÏDA"
"1740087031-1153","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924010&any_academic=2024_25&idioma=cat&modalitat=p","FERRÉ BERGADÀ, MARIA"
"1740087031-1154","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924010&any_academic=2024_25&idioma=cat&modalitat=p","BUDESCA HERNANDO, NEUS"
"1740087031-1155","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924010&any_academic=2024_25&idioma=cat&modalitat=p","HERREROS SUAREZ, ESTEBAN"
"1740087031-1156","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924010&any_academic=2024_25&idioma=cat&modalitat=p","FIGUEROA CABRERA, ELENA MERCEDES"
"1740087033-1157","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","TERRA BARBADORA, XIMENA"
"1740087033-1158","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","GIL CARDOSO, KATHERINE"
"1740087033-1159","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","MAS CAPDEVILA, ANNA"
"1740087033-1160","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","GUIRRO CASTELLNOU, MARIA"
"1740087033-1161","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","SERENA PERELLÓ, CAROLINA"
"1740087033-1162","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","ALCAIDE HIDALGO, JUAN MARIA"
"1740087033-1163","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","LLORENS POCA, NURIA"
"1740087033-1164","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","TORRES FUENTES, CRISTINA"
"1740087033-1165","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","CORTÉS ESPINAR, ANTONIO JESÚS"
"1740087033-1166","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","MIGUÉNS GÓMEZ, ALBA"
"1740087033-1167","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","PALACIOS JORDAN, HÉCTOR"
"1740087033-1168","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","DOMÍNGUEZ PORFIRIO, BRENNO"
"1740087033-1169","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","GÓMEZ RONCAL, SAIOA"
"1740087033-1170","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924015&any_academic=2024_25&idioma=cat&modalitat=p","ANIENTO MARCOTE, FERNANDO"
"1740087035-1171","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924107&any_academic=2024_25&idioma=cat&modalitat=p","CALVENTE CALVO, FRANCISCO JAVIER"
"1740087035-1172","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924107&any_academic=2024_25&idioma=cat&modalitat=p","GALIA TEJERINA, JOSÉ MARIA"
"1740087035-1173","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924107&any_academic=2024_25&idioma=cat&modalitat=p","ANNANOUCH , FATIMA EZAHRA"
"1740087035-1174","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924107&any_academic=2024_25&idioma=cat&modalitat=p","LOPEZ SANTOS, OSWALDO"
"1740087038-1175","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924111&any_academic=2024_25&idioma=cat&modalitat=p","LÁZARO GUILLÉN, ANTONIO RAMON"
"1740087038-1176","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924111&any_academic=2024_25&idioma=cat&modalitat=p","VILLARINO VILLARINO, RAMÓN MARIA"
"1740087038-1177","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924111&any_academic=2024_25&idioma=cat&modalitat=p","LÁZARO MARTÍ, MARC"
"1740087040-1178","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924142&any_academic=2024_25&idioma=cat&modalitat=p","BELLÉS MATEU, MONTSERRAT"
"1740087040-1179","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924142&any_academic=2024_25&idioma=cat&modalitat=p","MORLA NOVELL, ROSA MARIA"
"1740087040-1180","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924142&any_academic=2024_25&idioma=cat&modalitat=p","BLANCO PÉREZ, JORDI"
"1740087040-1181","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924142&any_academic=2024_25&idioma=cat&modalitat=p","FERNANDEZ VELEDO, SONIA"
"1740087040-1182","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924142&any_academic=2024_25&idioma=cat&modalitat=p","VALLVÉ TORRENTE, JOAN CARLES"
"1740087040-1183","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924142&any_academic=2024_25&idioma=cat&modalitat=p","SALAZAR ESTEBAN, SANDRA IBETH"
"1740087040-1184","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924142&any_academic=2024_25&idioma=cat&modalitat=p","ALGABA CHUECA, FRANCISCO"
"1740087040-1185","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924142&any_academic=2024_25&idioma=cat&modalitat=p","SERRA ENCINAS, NOEMI"
"1740087042-1186","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924108&any_academic=2024_25&idioma=cat&modalitat=p","XIFRÉ PÉREZ, ELISABET"
"1740087042-1187","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924108&any_academic=2024_25&idioma=cat&modalitat=p","BREZMES LLECHA, JESÚS JORGE"
"1740087042-1188","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924108&any_academic=2024_25&idioma=cat&modalitat=p","CALVENTE CALVO, FRANCISCO JAVIER"
"1740087042-1189","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924108&any_academic=2024_25&idioma=cat&modalitat=p","VILLARINO VILLARINO, RAMÓN MARIA"
"1740087042-1190","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924108&any_academic=2024_25&idioma=cat&modalitat=p","MUNTÉ GUERRERO, NIL"
"1740087045-1191","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924109&any_academic=2024_25&idioma=cat&modalitat=p","XIFRÉ PÉREZ, ELISABET"
"1740087045-1192","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924109&any_academic=2024_25&idioma=cat&modalitat=p","LÁZARO MARTÍ, MARC"
"1740087047-1193","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924110&any_academic=2024_25&idioma=cat&modalitat=p","LÁZARO GUILLÉN, ANTONIO RAMON"
"1740087047-1194","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924110&any_academic=2024_25&idioma=cat&modalitat=p","VILLARINO VILLARINO, RAMÓN MARIA"
"1740087047-1195","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924110&any_academic=2024_25&idioma=cat&modalitat=p","LÁZARO MARTÍ, MARC"
"1740087049-1196","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924119&any_academic=2024_25&idioma=cat&modalitat=p","LÁZARO GUILLÉN, ANTONIO RAMON"
"1740087049-1197","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924119&any_academic=2024_25&idioma=cat&modalitat=p","LÁZARO MARTÍ, MARC"
"1740087051-1198","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924112&any_academic=2024_25&idioma=cat&modalitat=p","GIRBAU SALA, DAVID"
"1740087051-1199","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924112&any_academic=2024_25&idioma=cat&modalitat=p","VILLARINO VILLARINO, RAMÓN MARIA"
"1740087054-1200","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924122&any_academic=2024_25&idioma=cat&modalitat=p","SOLÀ ALBERICH, ROSA MARIA"
"1740087054-1201","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924122&any_academic=2024_25&idioma=cat&modalitat=p","MARTÍN LUJAN, FRANCISCO MANUEL"
"1740087054-1202","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924122&any_academic=2024_25&idioma=cat&modalitat=p","VALLVERDÚ PERAPOCH, INMACULADA"
"1740087054-1203","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924122&any_academic=2024_25&idioma=cat&modalitat=p","SANTIGOSA AYALA, ANTONI"
"1740087054-1204","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924122&any_academic=2024_25&idioma=cat&modalitat=p","ORTEGA VILA, YOLANDA"
"1740087056-1205","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924123&any_academic=2024_25&idioma=cat&modalitat=p","SALVADÓ ARTELLS, MARÇAL"
"1740087056-1206","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924123&any_academic=2024_25&idioma=cat&modalitat=p","PRIETO BUTILLÉ, ELENA"
"1740087056-1207","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924123&any_academic=2024_25&idioma=cat&modalitat=p","MORANT ECHEVARNE, JUAN JOSÉ"
"1740087056-1208","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924123&any_academic=2024_25&idioma=cat&modalitat=p","LEON PALACIOS, AZNAR"
"1740087056-1209","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924123&any_academic=2024_25&idioma=cat&modalitat=p","REICHARDT CANDEL, IGNASI"
"1740087058-1210","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924117&any_academic=2024_25&idioma=cat&modalitat=p","CANTÓ NAVARRO, ENRIQUE FERNANDO"
"1740087061-1211","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924104&any_academic=2024_25&idioma=cat&modalitat=p","MARTÍNEZ BALLESTÉ, ANTONI"
"1740087061-1212","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924104&any_academic=2024_25&idioma=cat&modalitat=p","SANTACRUZ MUÑOZ, JOSÉ LUIS"
"1740087061-1213","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924104&any_academic=2024_25&idioma=cat&modalitat=p","REIG PELLEJÀ, SIMEÓN"
"1740087061-1214","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924104&any_academic=2024_25&idioma=cat&modalitat=p","PALOMO TERUEL, XAVIER"
"1740087061-1215","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924104&any_academic=2024_25&idioma=cat&modalitat=p","MORENA SIMON, JOSÉ ANGEL"
"1740087063-1216","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924115&any_academic=2024_25&idioma=cat&modalitat=p","MILLÁN MARCO, PEDRO"
"1740087063-1217","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924115&any_academic=2024_25&idioma=cat&modalitat=p","GONZALEZ SANCHEZ, TOMAS"
"1740087065-1218","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924124&any_academic=2024_25&idioma=cat&modalitat=p","MARSAL GARVÍ, LUIS FRANCISCO"
"1740087065-1219","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924124&any_academic=2024_25&idioma=cat&modalitat=p","BACHHUKA , AKASH"
"1740087067-1220","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924125&any_academic=2024_25&idioma=cat&modalitat=p","MIRALLES RULL, MARIA IRIS"
"1740087067-1221","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924125&any_academic=2024_25&idioma=cat&modalitat=p","CISA RIBAS, GISELA"
"1740087070-1222","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924118&any_academic=2024_25&idioma=cat&modalitat=p","ROMERO NEVADO, ALFONSO JOSÉ"
"1740087070-1223","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924118&any_academic=2024_25&idioma=cat&modalitat=p","FLORES ELIAS, DANIEL"
"1740087070-1224","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924118&any_academic=2024_25&idioma=cat&modalitat=p","RUÉ OLIVÉ, ROSER"
"1740087072-1225","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924114&any_academic=2024_25&idioma=cat&modalitat=p","MARTÍNEZ BALLESTÉ, ANTONI"
"1740087074-1226","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924121&any_academic=2024_25&idioma=cat&modalitat=p","GIRBAU SALA, DAVID"
"1740087074-1227","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924121&any_academic=2024_25&idioma=cat&modalitat=p","RÀFOLS SOLER, PERE"
"1740087074-1228","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924121&any_academic=2024_25&idioma=cat&modalitat=p","BILBAO ARESTÉ, IKER"
"1740087076-1229","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924120&any_academic=2024_25&idioma=cat&modalitat=p","BREZMES LLECHA, JESÚS JORGE"
"1740087076-1230","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924120&any_academic=2024_25&idioma=cat&modalitat=p","VILLARINO VILLARINO, RAMÓN MARIA"
"1740087076-1231","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924120&any_academic=2024_25&idioma=cat&modalitat=p","SÁNCHEZ LEIVA, CARLOS"
"1740087079-1232","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924136&any_academic=2024_25&idioma=cat&modalitat=p","FENOLL BRUNET, MARIA ROSA"
"1740087079-1233","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1792&assignatura=17924136&any_academic=2024_25&idioma=cat&modalitat=p","HURTADO CABALLERO, ERICA"
