web-scraper-order,web-scraper-start-url,professors
"1740090214-5348","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1791&assignatura=17914302&any_academic=2024_25&idioma=cat&modalitat=p","GARCIA VALLVE, SANTIAGO"
"1740090214-5349","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1791&assignatura=17914302&any_academic=2024_25&idioma=cat&modalitat=p","FORT MARSAL, MARIA FRANCESCA"
"1740090214-5350","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1791&assignatura=17914302&any_academic=2024_25&idioma=cat&modalitat=p","BLAY OLIVÉ, MARIA TERESA"
"1740090214-5351","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1791&assignatura=17914302&any_academic=2024_25&idioma=cat&modalitat=p","CORDERO OTERO, RICARDO ROMÁN"
"1740090214-5352","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1791&assignatura=17914302&any_academic=2024_25&idioma=cat&modalitat=p","CAPILLA LUQUE, JAVIER"
"1740090216-5353","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1791&assignatura=17914153&any_academic=2024_25&idioma=cat&modalitat=p","ALVAREZ FERNANDEZ, SUSANA MARIA"
"1740090216-5354","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1791&assignatura=17914153&any_academic=2024_25&idioma=cat&modalitat=p","PUIG VALLS, DOMÈNEC SAVI"
"1740090216-5355","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1791&assignatura=17914153&any_academic=2024_25&idioma=cat&modalitat=p","ABDULWAHAB , SADDAM ABDULRHMAN HAMED"
"1740090218-5356","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","POBLET ICART, MARIA MONTSERRAT"
"1740090218-5357","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","FORT MARSAL, MARIA FRANCESCA"
"1740090218-5358","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","BELTRÁN DEBÓN, RAÚL ALEJANDRO"
"1740090218-5359","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","BALMASEDA RUBINA, AITOR"
"1740090218-5360","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","HERNANDEZ AGUILERA, ANNA"
"1740090218-5361","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","MANOCCHIO , FRANCESCA"
"1740090218-5362","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","RAVENTOS PASCUAL, JORDI"
"1740090218-5363","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","SÁEZ ESCALÉ, ANNA"
"1740090218-5364","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","RODRÍGUEZ REY, JACQUELINE ESTHER"
"1740090218-5365","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","GARCÍA ARANDA, ALBA"
"1740090218-5366","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","GIRONÈS I GARRETA, AINA"
"1740090218-5367","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","CIRASINO MEDRANO, JULIETA"
"1740090218-5368","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","LORES URQUIZU, MÒNICA"
"1740090218-5369","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","SOLER BORONAT, ORIA"
"1740090218-5370","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","UROZ MAS, CELIA"
"1740090218-5371","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","TORO SILVA, CAMILO ANDRÉS"
"1740090218-5372","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","SANFILIPPO , LEANDRO"
"1740090218-5373","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904005&any_academic=2024_25&idioma=cat&modalitat=p","BELTRÁN FERNÁNDEZ, MARC"
"1740090221-5374","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904004&any_academic=2024_25&idioma=cat&modalitat=p","MATEO SANZ, JOSEP MARIA"
"1740090221-5375","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904004&any_academic=2024_25&idioma=cat&modalitat=p","FERNÁNDEZ SABATER, ALBERTO"
"1740090221-5376","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904004&any_academic=2024_25&idioma=cat&modalitat=p","GIRBES BALAGUE, ROGER"
"1740090221-5377","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904004&any_academic=2024_25&idioma=cat&modalitat=p","BERTO ROSELLÓ, FRANCISCO"
"1740090221-5378","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904004&any_academic=2024_25&idioma=cat&modalitat=p","ZURITA SÁNCHEZ, ALBA"
"1740090223-5379","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904001&any_academic=2024_25&idioma=cat&modalitat=p","LÓPEZ BESORA, JOSEP MARIA"
"1740090223-5380","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904001&any_academic=2024_25&idioma=cat&modalitat=p","GARIJO REAL, ANTONIO"
"1740090223-5381","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904001&any_academic=2024_25&idioma=cat&modalitat=p","MESSEGUÉ BUISAN, ARNAU"
"1740090225-5382","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","REGUERO DE LA POZA, MARIA DEL MAR"
"1740090225-5383","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","RUIZ MANRIQUE, MARIA AURORA"
"1740090225-5384","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","RUIZ MORILLAS, NÚRIA"
"1740090225-5385","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","REINA LOZANO, JOSÉ ANTONIO"
"1740090225-5386","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","BLONDEAU , PASCAL JEAN CLAUDE LEON"
"1740090225-5387","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","PAZOS PÉREZ, NICOLÁS CARLOS"
"1740090225-5388","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","GUERRINI , LUCA"
"1740090225-5389","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","MORENO GUERRA, ADRIAN"
"1740090225-5390","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","TELATIN , TOMMASO"
"1740090225-5391","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","VELASCO RUBIO, ÁLVARO"
"1740090225-5392","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","ESPINOZA SUÁREZ, EDELMAN JOSÉ"
"1740090225-5393","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","HRYHORYEV , YAROSLAV"
"1740090225-5394","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","ESTORNELL MARTÍNEZ, JOAN VICENT"
"1740090225-5395","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","TIRADO BERMÚDEZ, ALBA"
"1740090225-5396","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","SOLÉ DOMÈNECH, LAURA"
"1740090225-5397","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904009&any_academic=2024_25&idioma=cat&modalitat=p","RODRIGUEZ BARRIOS, MARIA SULIANY"
"1740090228-5398","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904006&any_academic=2024_25&idioma=cat&modalitat=p","INZA ROJAS, MARÍA ISABEL"
"1740090228-5399","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904006&any_academic=2024_25&idioma=cat&modalitat=p","FIGUERAS SALVAT, MARÍA JOSEFA"
"1740090228-5400","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904006&any_academic=2024_25&idioma=cat&modalitat=p","GARCÍA SÁNCHEZ, DANIA"
"1740090228-5401","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904006&any_academic=2024_25&idioma=cat&modalitat=p","SANCHIS TALÓN, MARTA"
"1740090228-5402","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904006&any_academic=2024_25&idioma=cat&modalitat=p","VILLUENDAS VÁZQUEZ, OSCAR"
"1740090228-5403","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904006&any_academic=2024_25&idioma=cat&modalitat=p","CLUA FERRÉ, LAURA"
"1740090228-5404","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904006&any_academic=2024_25&idioma=cat&modalitat=p","CAMUÑA PARDO, LAURA"
"1740090230-5405","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","TERRA BARBADORA, XIMENA"
"1740090230-5406","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","GIL CARDOSO, KATHERINE"
"1740090230-5407","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","MAS CAPDEVILA, ANNA"
"1740090230-5408","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","GUIRRO CASTELLNOU, MARIA"
"1740090230-5409","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","SERENA PERELLÓ, CAROLINA"
"1740090230-5410","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","ALCAIDE HIDALGO, JUAN MARIA"
"1740090230-5411","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","LLORENS POCA, NURIA"
"1740090230-5412","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","TORRES FUENTES, CRISTINA"
"1740090230-5413","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","CORTÉS ESPINAR, ANTONIO JESÚS"
"1740090230-5414","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","MIGUÉNS GÓMEZ, ALBA"
"1740090230-5415","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","PALACIOS JORDAN, HÉCTOR"
"1740090230-5416","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","DOMÍNGUEZ PORFIRIO, BRENNO"
"1740090230-5417","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","GÓMEZ RONCAL, SAIOA"
"1740090230-5418","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904008&any_academic=2024_25&idioma=cat&modalitat=p","ANIENTO MARCOTE, FERNANDO"
"1740090232-5419","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904007&any_academic=2024_25&idioma=cat&modalitat=p","POBLET ICART, MARIA MONTSERRAT"
"1740090232-5420","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904007&any_academic=2024_25&idioma=cat&modalitat=p","CORDERO OTERO, RICARDO ROMÁN"
"1740090232-5421","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904007&any_academic=2024_25&idioma=cat&modalitat=p","PORTILLO GUISADO, MARIA DEL CARMEN"
"1740090232-5422","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904007&any_academic=2024_25&idioma=cat&modalitat=p","GINÉS MIR, IRIS"
"1740090232-5423","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904007&any_academic=2024_25&idioma=cat&modalitat=p","GABALDÓ BARRIOS, XAVIER"
"1740090232-5424","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904007&any_academic=2024_25&idioma=cat&modalitat=p","FORT GALLIFA, ISABEL"
"1740090234-5425","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904010&any_academic=2024_25&idioma=cat&modalitat=p","REGUERO DE LA POZA, MARIA DEL MAR"
"1740090234-5426","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904010&any_academic=2024_25&idioma=cat&modalitat=p","CALULL BLANCH, MARTA"
"1740090234-5427","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904010&any_academic=2024_25&idioma=cat&modalitat=p","RUIZ MORILLAS, NÚRIA"
"1740090234-5428","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904010&any_academic=2024_25&idioma=cat&modalitat=p","REINA LOZANO, JOSÉ ANTONIO"
"1740090237-5429","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904013&any_academic=2024_25&idioma=cat&modalitat=p","RUIZ MARTÍ, JOSÉ JAVIER"
"1740090237-5430","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904013&any_academic=2024_25&idioma=cat&modalitat=p","GAVALDÀ MARTÍNEZ, JOSEFA"
"1740090237-5431","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904013&any_academic=2024_25&idioma=cat&modalitat=p","SOLÉ CARTAÑÀ, ROSA MARIA"
"1740090237-5432","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904013&any_academic=2024_25&idioma=cat&modalitat=p","MASONS BOSCH, JAIME"
"1740090237-5433","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904013&any_academic=2024_25&idioma=cat&modalitat=p","SERRES SERRES, JOSEP MARIA"
"1740090239-5434","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904012&any_academic=2024_25&idioma=cat&modalitat=p","RUIZ MARTÍ, JOSÉ JAVIER"
"1740090239-5435","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904012&any_academic=2024_25&idioma=cat&modalitat=p","DUBERT , DIANA CRISTINA"
"1740090241-5436","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904105&any_academic=2024_25&idioma=cat&modalitat=p","OLLE CORBELLA, ENRIC"
"1740090241-5437","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904105&any_academic=2024_25&idioma=cat&modalitat=p","GALLART MILLAN, LUIS MELCHOR"
"1740090241-5438","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904105&any_academic=2024_25&idioma=cat&modalitat=p","FORT MARSAL, MARIA FRANCESCA"
"1740090241-5439","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904105&any_academic=2024_25&idioma=cat&modalitat=p","BRAVO VÁZQUEZ, FRANCISCA ISABEL"
"1740090241-5440","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904105&any_academic=2024_25&idioma=cat&modalitat=p","MAS CAPDEVILA, ANNA"
"1740090241-5441","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904105&any_academic=2024_25&idioma=cat&modalitat=p","ZAMORA ÚBEDA, MARÍA"
"1740090244-5442","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904103&any_academic=2024_25&idioma=cat&modalitat=p","AROLA ARNAL, ANNA"
"1740090244-5443","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904103&any_academic=2024_25&idioma=cat&modalitat=p","CALVO MANSO, ENRIQUE"
"1740090244-5444","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904103&any_academic=2024_25&idioma=cat&modalitat=p","GIMENO VIVES, ALEIX"
"1740090244-5445","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904103&any_academic=2024_25&idioma=cat&modalitat=p","CORTÉS ESPINAR, ANTONIO JESÚS"
"1740090246-5446","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904104&any_academic=2024_25&idioma=cat&modalitat=p","PUJADAS ANGUIANO, GERARD"
"1740090246-5447","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904104&any_academic=2024_25&idioma=cat&modalitat=p","SUÁREZ RECIO, MANUEL"
"1740090246-5448","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904104&any_academic=2024_25&idioma=cat&modalitat=p","GIMENO VIVES, ALEIX"
"1740090246-5449","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904104&any_academic=2024_25&idioma=cat&modalitat=p","TORRELL GALCERAN, HELENA"
"1740090246-5450","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904104&any_academic=2024_25&idioma=cat&modalitat=p","LLOP PEIRÓ, ARIADNA"
"1740090246-5451","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904104&any_academic=2024_25&idioma=cat&modalitat=p","DESCAMPS SOLÀ, MARIA"
"1740090248-5452","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904106&any_academic=2024_25&idioma=cat&modalitat=p","PUJOL PERPIÑA, GEMMA"
"1740090248-5453","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904106&any_academic=2024_25&idioma=cat&modalitat=p","BRAVO VÁZQUEZ, FRANCISCA ISABEL"
"1740090248-5454","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904106&any_academic=2024_25&idioma=cat&modalitat=p","SERENA PERELLÓ, CAROLINA"
"1740090248-5455","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904106&any_academic=2024_25&idioma=cat&modalitat=p","ALCAIDE HIDALGO, JUAN MARIA"
"1740090248-5456","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904106&any_academic=2024_25&idioma=cat&modalitat=p","GRAU BOVÉ, MARIA CARMEN"
"1740090250-5457","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904101&any_academic=2024_25&idioma=cat&modalitat=p","LLIGADAS PUIG, GERARD"
"1740090250-5458","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904101&any_academic=2024_25&idioma=cat&modalitat=p","MORENO GUERRA, ADRIAN"
"1740090253-5459","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904107&any_academic=2024_25&idioma=cat&modalitat=p","PUJADAS ANGUIANO, GERARD"
"1740090253-5460","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904107&any_academic=2024_25&idioma=cat&modalitat=p","OLLE CORBELLA, ENRIC"
"1740090253-5461","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904107&any_academic=2024_25&idioma=cat&modalitat=p","RODRÍGUEZ GALLEGO, ESTHER"
"1740090255-5462","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904110&any_academic=2024_25&idioma=cat&modalitat=p","GARCIA VALLVE, SANTIAGO"
"1740090255-5463","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904110&any_academic=2024_25&idioma=cat&modalitat=p","GÓMEZ ALVAREZ, JOSEP"
"1740090255-5464","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904110&any_academic=2024_25&idioma=cat&modalitat=p","GIMENO VIVES, ALEIX"
"1740090257-5465","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904126&any_academic=2024_25&idioma=cat&modalitat=p","MAYMO MASIP, ELSA"
"1740090257-5466","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904126&any_academic=2024_25&idioma=cat&modalitat=p","ARAGONÈS BARGALLÓ, GERARD"
"1740090257-5467","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904126&any_academic=2024_25&idioma=cat&modalitat=p","SCHOLZ VALERO, ERIKA MARGARET"
"1740090259-5468","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904102&any_academic=2024_25&idioma=cat&modalitat=p","GARCIA VALLVE, SANTIAGO"
"1740090259-5469","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904102&any_academic=2024_25&idioma=cat&modalitat=p","DEL BAS PRIOR, JOSÉ MARÍA"
"1740090262-5470","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904108&any_academic=2024_25&idioma=cat&modalitat=p","RULL AIXA, ANNA"
"1740090262-5471","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904108&any_academic=2024_25&idioma=cat&modalitat=p","BELTRÁN DEBÓN, RAÚL ALEJANDRO"
"1740090262-5472","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904108&any_academic=2024_25&idioma=cat&modalitat=p","RODRÍGUEZ CALVO, RICARDO"
"1740090262-5473","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904108&any_academic=2024_25&idioma=cat&modalitat=p","GÜELL RODRÍGUEZ, ELISABET"
"1740090264-5474","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904109&any_academic=2024_25&idioma=cat&modalitat=p","ARDÉVOL GRAU, ANNA"
"1740090264-5475","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=19&ensenyament=1390&assignatura=13904109&any_academic=2024_25&idioma=cat&modalitat=p","GIL CARDOSO, KATHERINE"
