web-scraper-order,web-scraper-start-url,coordinators
"1740084108-3713","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304120&any_academic=2024_25&idioma=cat&modalitat=p","HOFMAN MATUSEVICH, VANINA YAEL"
"1740084110-3714","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304401&any_academic=2024_25&idioma=cat&modalitat=p","RUIZ DE ARBULO BAYONA, JOAQUIN"
"1740084113-3715","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304206&any_academic=2024_25&idioma=cat&modalitat=p","SERRA MASDEU, ANNA ISABEL MARIA"
"1740084115-3716","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304121&any_academic=2024_25&idioma=cat&modalitat=p","MORALES HIDALGO, JUAN IGNACIO"
"1740084117-3717","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304210&any_academic=2024_25&idioma=cat&modalitat=p","REMOLÀ VALLVERDÚ, JOSEP ANTON"
"1740084119-3718","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304122&any_academic=2024_25&idioma=cat&modalitat=p","REMOLÀ VALLVERDÚ, JOSEP ANTON"
"1740084121-3719","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304201&any_academic=2024_25&idioma=cat&modalitat=p","CARBONELL PALLARÉS, JORGE ANGEL"
"1740084124-3720","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304204&any_academic=2024_25&idioma=cat&modalitat=p","SARDÀ SEUMA, SAMUEL"
"1740084126-3721","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304205&any_academic=2024_25&idioma=cat&modalitat=p","FIZ FERNÁNDEZ, JOSÉ IGNACIO"
"1740084128-3722","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304213&any_academic=2024_25&idioma=cat&modalitat=p","PUIG GAVARRÓ, GERARD"
"1740084131-3723","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304214&any_academic=2024_25&idioma=cat&modalitat=p","CUBELLS BARTOLOMÉ, MARIA RAMON"
"1740084133-3724","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304215&any_academic=2024_25&idioma=cat&modalitat=p","CARBONELL PALLARÉS, JORGE ANGEL"
"1740084135-3725","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304218&any_academic=2024_25&idioma=cat&modalitat=p","RUIZ DE ARBULO BAYONA, JOAQUINMAR MEDINA, RICARDOBUTTÀ , LICIA"
"1740084138-3726","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1230&assignatura=12304301&any_academic=2024_25&idioma=cat&modalitat=p","SERRA MASDEU, ANNA ISABEL MARIA"
"1740084140-3727","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294001&any_academic=2024_25&idioma=cat&modalitat=p","RUIZ DE ARBULO BAYONA, JOAQUIN"
"1740084142-3728","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294002&any_academic=2024_25&idioma=cat&modalitat=p","SUBIAS PASCUAL, EVA"
"1740084144-3729","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294003&any_academic=2024_25&idioma=cat&modalitat=p","PUENTE PÉREZ, GINÉS"
"1740084147-3730","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294004&any_academic=2024_25&idioma=cat&modalitat=p","CARBONELL ROURA, EUDALDALLUE MARTI, ETHEL ANNSALA RAMOS, ROBERT"
"1740084149-3731","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294005&any_academic=2024_25&idioma=cat&modalitat=p","SARDÀ SEUMA, SAMUEL"
"1740084151-3732","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294006&any_academic=2024_25&idioma=cat&modalitat=p","BUTTÀ , LICIA"
"1740084154-3733","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294007&any_academic=2024_25&idioma=cat&modalitat=p","CARBONELL PALLARÉS, JORGE ANGEL"
"1740084156-3734","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294008&any_academic=2024_25&idioma=cat&modalitat=p","FIZ FERNÁNDEZ, JOSÉ IGNACIO"
"1740084158-3735","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294009&any_academic=2024_25&idioma=cat&modalitat=p","BONET DONATO, MARIA"
"1740084160-3736","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294010&any_academic=2024_25&idioma=cat&modalitat=p","VIDAL BONAVILA, JUDIT"
"1740084163-3737","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294101&any_academic=2024_25&idioma=cat&modalitat=p","TERRADO ORTUÑO, PATRICIA"
"1740084165-3738","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294102&any_academic=2024_25&idioma=cat&modalitat=p","COTS SERRET, IVANSARDÀ SEUMA, SAMUEL"
"1740084167-3739","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294103&any_academic=2024_25&idioma=cat&modalitat=p","ISLA FREZ, AMANCIO"
"1740084169-3740","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294104&any_academic=2024_25&idioma=cat&modalitat=p","VIDAL BONAVILA, JUDIT"
"1740084172-3741","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294105&any_academic=2024_25&idioma=cat&modalitat=p","PUENTE PÉREZ, GINÉS"
"1740084174-3742","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294106&any_academic=2024_25&idioma=cat&modalitat=p","CARBONELL PALLARÉS, JORGE ANGEL"
"1740084176-3743","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294110&any_academic=2024_25&idioma=cat&modalitat=p","SERRA MASDEU, ANNA ISABEL MARIA"
"1740084178-3744","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294108&any_academic=2024_25&idioma=cat&modalitat=p","DUCH PLANA, MONTSERRAT"
"1740084181-3745","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294107&any_academic=2024_25&idioma=cat&modalitat=p","CASANOVAS CODINA, JOAN"
"1740084183-3746","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294109&any_academic=2024_25&idioma=cat&modalitat=p","MORENO JULIÀ, XAVIER"
"1740084185-3747","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294111&any_academic=2024_25&idioma=cat&modalitat=p","DILOLI FONS, JORDI"
"1740084188-3748","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294113&any_academic=2024_25&idioma=cat&modalitat=p","ISLA FREZ, AMANCIO"
"1740084190-3749","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294112&any_academic=2024_25&idioma=cat&modalitat=p","BONET DONATO, MARIA"
"1740084192-3750","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294114&any_academic=2024_25&idioma=cat&modalitat=p","CÁCERES CUELLO DE ORO, ISABEL"
"1740084195-3751","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294115&any_academic=2024_25&idioma=cat&modalitat=p","MORUNO MOYANO, CARLOSPUENTE PÉREZ, GINÉS"
"1740084197-3752","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294117&any_academic=2024_25&idioma=cat&modalitat=p","ARNABAT MATA, RAMON"
"1740084199-3753","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294116&any_academic=2024_25&idioma=cat&modalitat=p","DUCH PLANA, MONTSERRAT"
"1740084201-3754","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294118&any_academic=2024_25&idioma=cat&modalitat=p","MORENO JULIÀ, XAVIER"
"1740084204-3755","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294119&any_academic=2024_25&idioma=cat&modalitat=p","ALONSO MORA, ALBA"
"1740084206-3756","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294120&any_academic=2024_25&idioma=cat&modalitat=p","VIDAL BONAVILA, JUDIT"
"1740084208-3757","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294121&any_academic=2024_25&idioma=cat&modalitat=p","MORALES HIDALGO, JUAN IGNACIO"
"1740084210-3758","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294212&any_academic=2024_25&idioma=cat&modalitat=p","SUBIAS PASCUAL, EVA"
"1740084213-3759","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294215&any_academic=2024_25&idioma=cat&modalitat=p","MORUNO MOYANO, CARLOS"
"1740084215-3760","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294122&any_academic=2024_25&idioma=cat&modalitat=p","REMOLÀ VALLVERDÚ, JOSEP ANTON"
"1740084217-3761","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294201&any_academic=2024_25&idioma=cat&modalitat=p",", Pendent/Pendiente/Pending"
"1740084220-3762","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294226&any_academic=2024_25&idioma=cat&modalitat=p","SARDÀ SEUMA, SAMUEL"
"1740084222-3763","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294210&any_academic=2024_25&idioma=cat&modalitat=p","COTS SERRET, IVAN"
"1740084224-3764","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294209&any_academic=2024_25&idioma=cat&modalitat=p","ISLA FREZ, AMANCIO"
"1740084227-3765","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294211&any_academic=2024_25&idioma=cat&modalitat=p","CASANOVAS CODINA, JOAN"
"1740084229-3766","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294218&any_academic=2024_25&idioma=cat&modalitat=p","ARNABAT MATA, RAMON"
"1740084231-3767","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294219&any_academic=2024_25&idioma=cat&modalitat=p","PUIG GAVARRÓ, GERARDCUADRADA MAJO, MARIA DEL CORAL"
"1740084233-3768","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294401&any_academic=2024_25&idioma=cat&modalitat=p","CASANOVAS CODINA, JOAN"
"1740084236-3769","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1229&assignatura=12294301&any_academic=2024_25&idioma=cat&modalitat=p","DILOLI FONS, JORDI"
"1740084238-3770","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234001&any_academic=2024_25&idioma=cat&modalitat=p","BÖCKER , RAFAEL"
"1740084240-3771","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234008&any_academic=2024_25&idioma=cat&modalitat=p","MORENO JULIÀ, XAVIER"
"1740084242-3772","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234002&any_academic=2024_25&idioma=cat&modalitat=p","DE FRÍAS VÁZQUEZ, LUCÍAPICO REIG, LAURA"
"1740084245-3773","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234009&any_academic=2024_25&idioma=cat&modalitat=p","SABATÉ BARRIERAS, NEUSKOVACSICS GRISOLIA, VIOLETA"
"1740084247-3774","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234003&any_academic=2024_25&idioma=cat&modalitat=p","HARO RODRIGUEZ, JUAN"
"1740084249-3775","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234005&any_academic=2024_25&idioma=cat&modalitat=p","FARRÉ COMA, JORGE"
"1740084252-3776","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234010&any_academic=2024_25&idioma=cat&modalitat=p","PELAEZ TORROBA, MARIA CARMEN"
"1740084254-3777","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234007&any_academic=2024_25&idioma=cat&modalitat=p","ROYO BIETO, CARLES"
"1740084256-3778","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234006&any_academic=2024_25&idioma=cat&modalitat=p","GRAU MASOT, JOSEP MARIAMAURI ESTUPIÑÀ, DAVID"
"1740084258-3779","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234102&any_academic=2024_25&idioma=cat&modalitat=p","HERNÁNDEZ FERNÁNDEZ, ALEXANDER JOSÉ"
"1740084261-3780","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234107&any_academic=2024_25&idioma=cat&modalitat=p","GAVALDA DATTOLI, ELENA"
"1740084263-3781","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234106&any_academic=2024_25&idioma=cat&modalitat=p","MORAGAS FERNÁNDEZ, CARLOTA MARIALECHA ALMONACID, MERITXELL"
"1740084265-3782","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234104&any_academic=2024_25&idioma=cat&modalitat=p","CÀMARA TURULL, MARCCASTELLÓ COGOLLOS, ENRIC"
"1740084267-3783","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234105&any_academic=2024_25&idioma=cat&modalitat=p","PRADES TENA, JORDIGONZALO IGLESIA, JUAN LUÍS"
"1740084270-3784","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234101&any_academic=2024_25&idioma=cat&modalitat=p","PONCE ALIFONSO, FRANCISCO JAVIER"
"1740084272-3785","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234103&any_academic=2024_25&idioma=cat&modalitat=p","RAMS ALBUISECH, MARIA ISABELWILLEM , CILIA MARGARETA MICHAEL"
"1740084274-3786","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234115&any_academic=2024_25&idioma=cat&modalitat=p","IGLESIAS HUIX, EULÀLIA"
"1740084277-3787","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234114&any_academic=2024_25&idioma=cat&modalitat=p","LATORRE TORAL, GUILLEM"
"1740084279-3788","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234108&any_academic=2024_25&idioma=cat&modalitat=p","MORAGAS FERNÁNDEZ, CARLOTA MARIACAPDEVILA GÓMEZ, ARANZAZU MARIA"
"1740084281-3789","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234109&any_academic=2024_25&idioma=cat&modalitat=p","RODRÍGUEZ BEAS, MARINAESTEVE BALAGUÉ, FRANCESCEXPÓSITO LÓPEZ, OSCAR"
"1740084284-3790","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234113&any_academic=2024_25&idioma=cat&modalitat=p","LATORRE TORAL, GUILLEM"
"1740084286-3791","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234117&any_academic=2024_25&idioma=cat&modalitat=p","FARRÉ COMA, JORGELÓPEZ LÓPEZ, BERNAT"
"1740084288-3792","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234116&any_academic=2024_25&idioma=cat&modalitat=p","IGLESIAS HUIX, EULÀLIA"
"1740084291-3793","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234112&any_academic=2024_25&idioma=cat&modalitat=p","ARAÜNA BARO, NURIA"
"1740084293-3794","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234111&any_academic=2024_25&idioma=cat&modalitat=p","QUÍLEZ ESTEVE, LAIA"
"1740084295-3795","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234226&any_academic=2024_25&idioma=cat&modalitat=p","CAPDEVILA GÓMEZ, ARANZAZU MARIA"
"1740084297-3796","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234212&any_academic=2024_25&idioma=cat&modalitat=p","GIL FARGAS, GERARD"
"1740084300-3797","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234206&any_academic=2024_25&idioma=cat&modalitat=p","CASTELLÓ COGOLLOS, ENRIC"
"1740084302-3798","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234225&any_academic=2024_25&idioma=cat&modalitat=p","TORTAJADA GIMENEZ, YOLANDA"
"1740084304-3799","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234215&any_academic=2024_25&idioma=cat&modalitat=p","PÉREZ-PORTABELLA LÓPEZ, ANTONIO"
"1740084306-3800","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234217&any_academic=2024_25&idioma=cat&modalitat=p","CANOVACA DE LA FUENTE, ENRIQUE"
"1740084309-3801","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234210&any_academic=2024_25&idioma=cat&modalitat=p","FERNÁNDEZ CÀRDENAS, DAVID"
"1740084311-3802","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234218&any_academic=2024_25&idioma=cat&modalitat=p","MONTAGUT CALVO, MARTA"
"1740084313-3803","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234205&any_academic=2024_25&idioma=cat&modalitat=p","ELIAKIM , MAOZ AVRAHAM"
"1740084316-3804","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234209&any_academic=2024_25&idioma=cat&modalitat=p","ARAÜNA BARO, NURIA"
"1740084318-3805","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234203&any_academic=2024_25&idioma=cat&modalitat=p","LÓPEZ LÓPEZ, BERNAT"
"1740084320-3806","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234204&any_academic=2024_25&idioma=cat&modalitat=p","GRAU ELIAS, JOSEP ORIOL"
"1740084322-3807","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234202&any_academic=2024_25&idioma=cat&modalitat=p","FRANQUET SUGRAÑES, MARIA TERESA"
"1740084325-3808","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234222&any_academic=2024_25&idioma=cat&modalitat=p","LOZANO MONTERRUBIO, NATALIA"
"1740084327-3809","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234401&any_academic=2024_25&idioma=cat&modalitat=p","GONZALO IGLESIA, JUAN LUÍS"
"1740084329-3810","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1223&assignatura=12234301&any_academic=2024_25&idioma=cat&modalitat=p","QUÍLEZ ESTEVE, LAIA"
"1740084331-3811","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274002&any_academic=2024_25&idioma=cat&modalitat=p","TERA FABA, NEREASUTTON , SARAH JANE"
"1740084334-3812","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274004&any_academic=2024_25&idioma=cat&modalitat=p","RULL MURUZÀBAL, XAVIER"
"1740084336-3813","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274005&any_academic=2024_25&idioma=cat&modalitat=p","BROSA RODRÍGUEZ, ANTONI"
"1740084338-3814","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274003&any_academic=2024_25&idioma=cat&modalitat=p","SUTTON , SARAH JANETERA FABA, NEREA"
"1740084340-3815","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274009&any_academic=2024_25&idioma=cat&modalitat=p","BELLOT , ANDREA ROXANA"
"1740084343-3816","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274011&any_academic=2024_25&idioma=cat&modalitat=p","GALLEGO BALSÀ, LÍDIA"
"1740084345-3817","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274006&any_academic=2024_25&idioma=cat&modalitat=p","TORRENS URRUTIA, ADRIÀ"
"1740084347-3818","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274001&any_academic=2024_25&idioma=cat&modalitat=p","MESTRES EMILIÓ, ALBERTBARAN , KATARZYNA AGNIESZKATRIGONI , EFTHALIA"
"1740084350-3819","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274119&any_academic=2024_25&idioma=cat&modalitat=p","BELLOT , ANDREA ROXANA"
"1740084352-3820","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274109&any_academic=2024_25&idioma=cat&modalitat=p","ROMERO JARAMILLO, DANIEL SEBASTIÁNMANEGRE , MARNI LYNNE"
"1740084354-3821","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274107&any_academic=2024_25&idioma=cat&modalitat=p","SUTTON , SARAH JANEROMERO JARAMILLO, DANIEL SEBASTIÁN"
"1740084357-3822","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274101&any_academic=2024_25&idioma=cat&modalitat=p","SEGARRA MAURI, JEAN MARCGARCIA LOPEZ, INES"
"1740084359-3823","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274105&any_academic=2024_25&idioma=cat&modalitat=p","DA SILVA FLAVIO, JOAO LUCASHÀ , TÚ ANH"
"1740084362-3824","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274120&any_academic=2024_25&idioma=cat&modalitat=p","STYLE , JOHN GLENMORE"
"1740084364-3825","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274110&any_academic=2024_25&idioma=cat&modalitat=p","PALOMO MARTÍN, MARINAMANEGRE , MARNI LYNNE"
"1740084367-3826","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274108&any_academic=2024_25&idioma=cat&modalitat=p","CRISON CHAVEZ, CRISTINA BELÉNRUIZ GARCÍA, ÀLEX"
"1740084369-3827","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274104&any_academic=2024_25&idioma=cat&modalitat=p","DE LA CRUZ VERGARI, ELENA"
"1740084372-3828","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274103&any_academic=2024_25&idioma=cat&modalitat=p","SEGARRA MAURI, JEAN MARCTERZIDOU , VERONIKI KAROLINARIUTORT RIUTORT, MACIÀ"
"1740084374-3829","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274106&any_academic=2024_25&idioma=cat&modalitat=p","KARDOVSKAIA , ELIZAVETAGUAL MIRÓ, ALICIA"
"1740084377-3830","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274113&any_academic=2024_25&idioma=cat&modalitat=p","RUIZ GARCÍA, ÀLEX"
"1740084379-3831","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274123&any_academic=2024_25&idioma=cat&modalitat=p","BARAN , KATARZYNA AGNIESZKA"
"1740084381-3832","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274121&any_academic=2024_25&idioma=cat&modalitat=p","STYLE , JOHN GLENMORE"
"1740084383-3833","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274111&any_academic=2024_25&idioma=cat&modalitat=p","RIERA TOLÓ, MARIA"
"1740084386-3834","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274114&any_academic=2024_25&idioma=cat&modalitat=p","DA SILVA FLAVIO, JOAO LUCAS"
"1740084388-3835","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=12&ensenyament=1227&assignatura=12274124&any_academic=2024_25&idioma=cat&modalitat=p","AYVAZYAN , NUNE"
