web-scraper-order,web-scraper-start-url,coordinators
"1740078914-1310","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904110&any_academic=2024_25&idioma=cat&modalitat=p","ESTEVE TARRAGO, ANNADOMINGO VERNIS, MARIA MISERICORDIASUAREZ ACOSTA, CARLOS ANDRESFERNANDEZ HERRERO, LAURAMARTÍNEZ IBÁÑEZ, OSCAR"
"1740078916-1311","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904111&any_academic=2024_25&idioma=cat&modalitat=p","DOMÉNECH PONSI, JOSÉESPAÑOL BALAGUÉ, JORDISARDÀ GARCIA, SUSANA"
"1740078918-1312","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904112&any_academic=2024_25&idioma=cat&modalitat=p","FERRÉ CARRACEDO, MONTSERRATLOVCHA LOVCHA, YULIYAFLAMAND , SABINE CHARLOTTE MPÉREZ LACASTA, MARIA JOSÉ"
"1740078921-1313","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904113&any_academic=2024_25&idioma=cat&modalitat=p","VIDAL SUÑÉ, ANTONI"
"1740078923-1314","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904114&any_academic=2024_25&idioma=cat&modalitat=p","BORRAS BALSELLS, FRANCESC XAVIERFIGUERAS MORENO, FRANCISCO JAVIERLI , XIAONIALVAREZ FERRER, ANTONIOSENTIS ROS, XAVIER"
"1740078925-1315","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904115&any_academic=2024_25&idioma=cat&modalitat=p","SOLDEVILA LAFON, MARIA VICTÒRIALLOP LLOP, MARIAVILA CÓRCOLES, JOSE MANUELMARTÍN BOFARULL, MÓNICACARRERAS ROIG, LLUÍSARZA NOLLA, MARCSICART BARCELÓ, NÚRIA"
"1740078927-1316","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904116&any_academic=2024_25&idioma=cat&modalitat=p","GARCIA MURRIA, BLANCAARISTE CASTAÑO, SANTIAGORABASSA FIGUERAS, MARIA NOEMÍSUAU SOLÉ, IRENE"
"1740078930-1317","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904117&any_academic=2024_25&idioma=cat&modalitat=p","SARDÀ GARCIA, SUSANA"
"1740078932-1318","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904118&any_academic=2024_25&idioma=cat&modalitat=p","TERCEÑO GÓMEZ, ANTONIOLLATSER GAYA, JOAN MARIA"
"1740078934-1319","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904217&any_academic=2024_25&idioma=cat&modalitat=p","BERNARDEZ FANLO, ANA MARIAPÀMIES PALLISÉ, MARIA DEL MAR"
"1740078937-1320","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904119&any_academic=2024_25&idioma=cat&modalitat=p","PÀMIES PALLISÉ, ENRICVIDAL BLASCO, MARIA ARANTZAZUGINIEIS IRIBARREN, MATÍAS CARLOS"
"1740078939-1321","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904205&any_academic=2024_25&idioma=cat&modalitat=p","VILLARES VILELLA, ELISENDACOBAS ARNAU, ALEXANDRAGONZALES BUSTOS, JUAN PABLO"
"1740078941-1322","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904203&any_academic=2024_25&idioma=cat&modalitat=p","FLAMAND , SABINE CHARLOTTE M"
"1740078944-1323","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904202&any_academic=2024_25&idioma=cat&modalitat=p","LI , XIAONI"
"1740078946-1324","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904207&any_academic=2024_25&idioma=cat&modalitat=p","PUIG ROSICH, RAMON JAUME"
"1740078948-1325","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904201&any_academic=2024_25&idioma=cat&modalitat=p","BARRULLAS BONET, JUDITPAPAOIKONOMOU , ELENI"
"1740078951-1326","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904204&any_academic=2024_25&idioma=cat&modalitat=p","ARZA NOLLA, MARC"
"1740078953-1327","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904120&any_academic=2024_25&idioma=cat&modalitat=p","PESQUERA MATEU, NILALARCÓN ALARCÓN, AMADO"
"1740078955-1328","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904216&any_academic=2024_25&idioma=cat&modalitat=p","BENET GARCIA, ESTHERARNAVAT CARBALLIDO, FRANCESC XAVIER"
"1740078958-1329","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904121&any_academic=2024_25&idioma=cat&modalitat=p","NIÑEROLA MONSERRAT, ANGELSMOLL GARCIA, DANIEL"
"1740078960-1330","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904215&any_academic=2024_25&idioma=cat&modalitat=p","GENÉ ALBESA, JAUME"
"1740078963-1331","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904129&any_academic=2024_25&idioma=cat&modalitat=p","SORROSAL FORRADELLAS, MARIA TERESAFABREGAT AIBAR, LAURA"
"1740078965-1332","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904122&any_academic=2024_25&idioma=cat&modalitat=p","CASAMITJANA OLIVE, RAMONHERRAIZ PUCHOL, JOSÉ MARIANO"
"1740078967-1333","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904124&any_academic=2024_25&idioma=cat&modalitat=p","ALONSO RODRIGO, EVAMINGUET FERNANDEZ, JORDIDURÁN WEITKAMP, CHRISTIAN"
"1740078970-1334","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904125&any_academic=2024_25&idioma=cat&modalitat=p","MOLINA COBO, MARÍA DEL CARMENBARTOLOMÉ JUNCOSA, SANTIAGO"
"1740078972-1335","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904126&any_academic=2024_25&idioma=cat&modalitat=p","BORRAS BALSELLS, FRANCESC XAVIERCALANDA BALSELLS, JOAN RAMON"
"1740078975-1336","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904401&any_academic=2024_25&idioma=cat&modalitat=p","BARBERÀ MARINÉ, MARIA GLÒRIA"
"1740078977-1337","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904301&any_academic=2024_25&idioma=cat&modalitat=p","MIRÓ ARAGONÉS, JOSEP"
"1740078979-1338","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904302&any_academic=2024_25&idioma=cat&modalitat=p","MIRÓ ARAGONÉS, JOSEP"
"1740078982-1339","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904209&any_academic=2024_25&idioma=cat&modalitat=p","PORRAS GARCIA, MARIA JOSE"
"1740078984-1340","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904208&any_academic=2024_25&idioma=cat&modalitat=p","ANGLA JIMÉNEZ, JESÚS JOSÉ"
"1740078986-1341","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904206&any_academic=2024_25&idioma=cat&modalitat=p","ALVAREZ FERRER, ANTONIO"
"1740078989-1342","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904212&any_academic=2024_25&idioma=cat&modalitat=p","GONZALES BUSTOS, JUAN PABLO"
"1740078991-1343","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904218&any_academic=2024_25&idioma=cat&modalitat=p","FONTS RIBAS, ALBERT"
"1740078993-1344","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904219&any_academic=2024_25&idioma=cat&modalitat=p","FONTS RIBAS, ALBERT"
"1740078996-1345","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904220&any_academic=2024_25&idioma=cat&modalitat=p","FONTS RIBAS, ALBERT"
"1740078998-1346","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904228&any_academic=2024_25&idioma=cat&modalitat=p","FABREGAT AIBAR, LAURA"
"1740079000-1347","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904210&any_academic=2024_25&idioma=cat&modalitat=p","TERCEÑO GÓMEZ, ANTONIOGARBAJOSA CABELLO, MARÍA JOSÉ"
"1740079003-1348","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904213&any_academic=2024_25&idioma=cat&modalitat=p","MUIÑOS VILLAVERDE, MARÍA JESÚS"
"1740079005-1349","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1690&assignatura=16904224&any_academic=2024_25&idioma=cat&modalitat=p","LI , XIAONI"
"1740079007-1350","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924122&any_academic=2024_25&idioma=cat&modalitat=p","VIEJO GALICIA, LUIS ALEXANDRE"
"1740079010-1351","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924125&any_academic=2024_25&idioma=cat&modalitat=p","RUIZ RODRÍGUEZ, MARC"
"1740079012-1352","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924127&any_academic=2024_25&idioma=cat&modalitat=p","MILLÁN MARCO, PEDRO"
"1740079014-1353","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924115&any_academic=2024_25&idioma=cat&modalitat=p","DUCH GAVALDÀ, JORDI"
"1740079016-1354","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924123&any_academic=2024_25&idioma=cat&modalitat=p","CASTELLÀ ROCA, JORDI"
"1740079019-1355","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924110&any_academic=2024_25&idioma=cat&modalitat=p","VIDAL SUÑÉ, ANTONI"
"1740079021-1356","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924128&any_academic=2024_25&idioma=cat&modalitat=p","SENTIS ROS, XAVIERLI , XIAONIBORRAS BALSELLS, FRANCESC XAVIERFIGUERAS MORENO, FRANCISCO JAVIERALVAREZ FERRER, ANTONIO"
"1740079023-1357","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924129&any_academic=2024_25&idioma=cat&modalitat=p","LLOP LLOP, MARIACARRERAS ROIG, LLUÍSVILA CÓRCOLES, JOSE MANUELARZA NOLLA, MARCSOLDEVILA LAFON, MARIA VICTÒRIASICART BARCELÓ, NÚRIAMARTÍN BOFARULL, MÓNICA"
"1740079026-1358","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924111&any_academic=2024_25&idioma=cat&modalitat=p","MASET GAYA, RAQUELGAS AIXENDRI, CARLOS JESÚS"
"1740079028-1359","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924116&any_academic=2024_25&idioma=cat&modalitat=p","SUAU SOLÉ, IRENEGARCIA MURRIA, BLANCARABASSA FIGUERAS, MARIA NOEMÍARISTE CASTAÑO, SANTIAGO"
"1740079031-1360","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924131&any_academic=2024_25&idioma=cat&modalitat=p","FLAMAND , SABINE CHARLOTTE MGIMÉNEZ GÓMEZ, JOSÉ MANUELMANZANO TOVAR, CAROLINATHEILEN , BERND GEORGOSÓRIO DA COSTA , ANTÓNIO MIGUELLLOP LLOP, MARIA"
"1740079033-1361","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924117&any_academic=2024_25&idioma=cat&modalitat=p","GINIEIS IRIBARREN, MATÍAS CARLOSVIDAL BLASCO, MARIA ARANTZAZUPÀMIES PALLISÉ, ENRIC"
"1740079036-1362","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924120&any_academic=2024_25&idioma=cat&modalitat=p","FERRÉ LLORENS, JORDIALONSO RODRIGO, EVADURÁN WEITKAMP, CHRISTIAN"
"1740079038-1363","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924130&any_academic=2024_25&idioma=cat&modalitat=p","FLAMAND , SABINE CHARLOTTE MPÉREZ LACASTA, MARIA JOSÉFERRÉ CARRACEDO, MONTSERRATLOVCHA LOVCHA, YULIYA"
"1740079040-1364","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924132&any_academic=2024_25&idioma=cat&modalitat=p","MOLL GARCIA, DANIELNIÑEROLA MONSERRAT, ANGELS"
"1740079042-1365","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924301&any_academic=2024_25&idioma=cat&modalitat=p","MIRÓ ARAGONÉS, JOSEP"
"1740079045-1366","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924126&any_academic=2024_25&idioma=cat&modalitat=p","PLANA GAVALDÀ, GABRIEL"
"1740079047-1367","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924135&any_academic=2024_25&idioma=cat&modalitat=p","BATISTA DE FRUTOS, EDGAR"
"1740079049-1368","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924121&any_academic=2024_25&idioma=cat&modalitat=p","VIEJO GALICIA, LUIS ALEXANDRE"
"1740079052-1369","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924138&any_academic=2024_25&idioma=cat&modalitat=p","MILLÁN MARCO, PEDRO"
"1740079054-1370","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924134&any_academic=2024_25&idioma=cat&modalitat=p","GARCÍA LÓPEZ, PEDRO ANTONIO"
"1740079057-1371","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924401&any_academic=2024_25&idioma=cat&modalitat=p","BARBERÀ MARINÉ, MARIA GLÒRIA"
"1740079059-1372","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1692&assignatura=16924302&any_academic=2024_25&idioma=cat&modalitat=p","GARCÍA FAMOSO, MARÍA MONTSERRAT"
"1740079061-1373","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934005&any_academic=2024_25&idioma=cat&modalitat=p","COBAS ARNAU, ALEXANDRALLANES DEL BARRIO, MARIA JOSEGONZALES BUSTOS, JUAN PABLO"
"1740079063-1374","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934003&any_academic=2024_25&idioma=cat&modalitat=p","CORBELLA DOMÈNECH, TERESAESTEVE TARRAGO, ANNAPASTOR MATEO, ADRIANFERNANDEZ HERRERO, LAURACASAS CRIADO, RAQUELMORENO ORDOÑEZ, MARIA DEL CARMEN"
"1740079066-1375","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934001&any_academic=2024_25&idioma=cat&modalitat=p","PORRAS GARCIA, MARIA JOSERODRÍGUEZ MERAYO, MARÍA ARACELISUÁREZ ELUSTONDO, MARIA HELENAGINIEIS IRIBARREN, MATÍAS CARLOSVALDERRAMA NOLLA, MERITXELL"
"1740079068-1376","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934002&any_academic=2024_25&idioma=cat&modalitat=p","GRAS NOGUÉS, NÚRIAFLORES FILLOL, RICARDO"
"1740079070-1377","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934004&any_academic=2024_25&idioma=cat&modalitat=p","MASIP VIÑES, JOANMARQUEZ ALVAREZ, NORBERTOVILELLA BACH, MISERICÒRDIALLERENA GARRÉS, FRANCISCOFERNÁNDEZ BARIVIERA, AURELIO"
"1740079073-1378","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934008&any_academic=2024_25&idioma=cat&modalitat=p","ROIG FIGUERAS, RICARDSUÁREZ ELUSTONDO, MARIA HELENAPORRAS GARCIA, MARIA JOSECASAMITJANA OLIVE, RAMONPIÉ DOLS, LAIA"
"1740079075-1379","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934007&any_academic=2024_25&idioma=cat&modalitat=p","QUESADA ARANA, ANTONIOPASCUAL LORENTE, ALBERT"
"1740079077-1380","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934013&any_academic=2024_25&idioma=cat&modalitat=p","MASIP VIÑES, JOANLLERENA GARRÉS, FRANCISCOMARQUEZ ALVAREZ, NORBERTOVILELLA BACH, MISERICÒRDIA"
"1740079080-1381","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934006&any_academic=2024_25&idioma=cat&modalitat=p","LÓPEZ PANISELLO, MA. BELÉNBONILLO ALCAINA, ISAACCOLL GARRIDO, JORDIVALLDUVÍ BOTET, GERARDGUARIMATA SALINAS, GÉNESIS MARÍA"
"1740079082-1382","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934012&any_academic=2024_25&idioma=cat&modalitat=p","CARRERAS ROIG, LLUÍSSOLDEVILA LAFON, MARIA VICTÒRIAALBIOL SÁNCHEZ, JUDITBANNIKOVA , MARINAUCEDA TARAMONA, DAVIDZELU , BARBARA AMA"
"1740079084-1383","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934101&any_academic=2024_25&idioma=cat&modalitat=p","PESQUERA MATEU, NILALARCÓN ALARCÓN, AMADO"
"1740079087-1384","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934105&any_academic=2024_25&idioma=cat&modalitat=p","SETÓ PAMIES, MARIA DOLORESHASSAN MARRERO, NADIMABONILLO ALCAINA, ISAAC"
"1740079089-1385","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934106&any_academic=2024_25&idioma=cat&modalitat=p","GUARIMATA SALINAS, GÉNESIS MARÍAMOLL GARCIA, DANIELFONTS RIBAS, ALBERTMELIÀ ROIG, IGNASI"
"1740079091-1386","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934108&any_academic=2024_25&idioma=cat&modalitat=p","RYAN , GERARD ANTHONYGUILERA MORILLA, MARIA JOSEBARRULLAS BONET, JUDITPAPAOIKONOMOU , ELENI"
"1740079094-1387","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934107&any_academic=2024_25&idioma=cat&modalitat=p","GARBAJOSA CABELLO, MARÍA JOSÉSORROSAL FORRADELLAS, MARIA TERESADE ANDRÉS SÁNCHEZ, JORGE"
"1740079096-1388","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934104&any_academic=2024_25&idioma=cat&modalitat=p","THEILEN , BERND GEORGMANZANO TOVAR, CAROLINALLOP LLOP, MARIAGIMÉNEZ GÓMEZ, JOSÉ MANUELFLAMAND , SABINE CHARLOTTE MOSÓRIO DA COSTA , ANTÓNIO MIGUEL"
"1740079098-1389","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934113&any_academic=2024_25&idioma=cat&modalitat=p","PÀMIES PALLISÉ, ENRICGINIEIS IRIBARREN, MATÍAS CARLOSVIDAL BLASCO, MARIA ARANTZAZU"
"1740079101-1390","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934111&any_academic=2024_25&idioma=cat&modalitat=p","CUADRADO MOYA, GUSTAVOSÁNCHEZ VERGARA, JOSÉ IGNACIORABASSA FIGUERAS, MARIA NOEMÍSUAU SOLÉ, IRENE"
"1740079103-1391","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934109&any_academic=2024_25&idioma=cat&modalitat=p","LI , XIAONIBORRAS BALSELLS, FRANCESC XAVIERMOLINA COBO, MARÍA DEL CARMENSENTIS ROS, XAVIERKALICH KASZLEWICZ, EWELINA DAGMARAFIGUERAS MORENO, FRANCISCO JAVIER"
"1740079105-1392","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934110&any_academic=2024_25&idioma=cat&modalitat=p","FERNANDEZ HERRERO, LAURASUAREZ ACOSTA, CARLOS ANDRESESTEVE TARRAGO, ANNADOMINGO VERNIS, MARIA MISERICORDIAMARTÍNEZ IBÁÑEZ, OSCAR"
"1740079107-1393","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934114&any_academic=2024_25&idioma=cat&modalitat=p","DURÁN WEITKAMP, CHRISTIANALONSO RODRIGO, EVAFERRÉ LLORENS, JORDI"
"1740079110-1394","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934112&any_academic=2024_25&idioma=cat&modalitat=p","LOVCHA LOVCHA, YULIYAFLAMAND , SABINE CHARLOTTE MFERRÉ CARRACEDO, MONTSERRATPÉREZ LACASTA, MARIA JOSÉ"
"1740079112-1395","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934138&any_academic=2024_25&idioma=cat&modalitat=p","RODRÍGUEZ MERAYO, MARÍA ARACELI"
"1740079114-1396","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934117&any_academic=2024_25&idioma=cat&modalitat=p","VIDAL SUÑÉ, ANTONI"
"1740079117-1397","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934115&any_academic=2024_25&idioma=cat&modalitat=p","FIGUERAS MORENO, FRANCISCO JAVIERALVAREZ FERRER, ANTONIOSENTIS ROS, XAVIERLI , XIAONIBORRAS BALSELLS, FRANCESC XAVIER"
"1740079119-1398","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934116&any_academic=2024_25&idioma=cat&modalitat=p","SOLDEVILA LAFON, MARIA VICTÒRIACARRERAS ROIG, LLUÍSARZA NOLLA, MARCSICART BARCELÓ, NÚRIAVILA CÓRCOLES, JOSE MANUELLLOP LLOP, MARIAMARTÍN BOFARULL, MÓNICA"
"1740079122-1399","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934118&any_academic=2024_25&idioma=cat&modalitat=p","GAS AIXENDRI, CARLOS JESÚSMASET GAYA, RAQUEL"
"1740079124-1400","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934119&any_academic=2024_25&idioma=cat&modalitat=p","GARCIA MURRIA, BLANCARABASSA FIGUERAS, MARIA NOEMÍSUAU SOLÉ, IRENEARISTE CASTAÑO, SANTIAGO"
"1740079126-1401","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934122&any_academic=2024_25&idioma=cat&modalitat=p","MARTINEZ SANCHEZ, MARIA EUGENIA"
"1740079129-1402","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934009&any_academic=2024_25&idioma=cat&modalitat=p","MARTINEZ SANCHEZ, MARIA EUGENIA"
"1740079131-1403","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934010&any_academic=2024_25&idioma=cat&modalitat=p","MARTINEZ SANCHEZ, MARIA EUGENIA"
"1740079133-1404","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934123&any_academic=2024_25&idioma=cat&modalitat=p","MARTINEZ SANCHEZ, MARIA EUGENIA"
"1740079136-1405","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934121&any_academic=2024_25&idioma=cat&modalitat=p","MARTINEZ SANCHEZ, MARIA EUGENIA"
"1740079138-1406","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934120&any_academic=2024_25&idioma=cat&modalitat=p","MARTINEZ SANCHEZ, MARIA EUGENIA"
"1740079140-1407","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934130&any_academic=2024_25&idioma=cat&modalitat=p","MARTINEZ SANCHEZ, MARIA EUGENIA"
"1740079142-1408","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934129&any_academic=2024_25&idioma=cat&modalitat=p","MARTINEZ SANCHEZ, MARIA EUGENIA"
"1740079145-1409","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934128&any_academic=2024_25&idioma=cat&modalitat=p","MARTINEZ SANCHEZ, MARIA EUGENIA"
"1740079147-1410","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934126&any_academic=2024_25&idioma=cat&modalitat=p","MARTINEZ SANCHEZ, MARIA EUGENIA"
"1740079149-1411","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=16&ensenyament=1693&assignatura=16934127&any_academic=2024_25&idioma=cat&modalitat=p","MARTINEZ SANCHEZ, MARIA EUGENIA"
